text,label
동료들이 도와줬는데 상사가 한번 찡그린 얼굴 그게 계속 마음을 무겁게 한다.,정신적 여과
고객이 고마워했지만 문서를 한 장 잘못 보낸 것 그게 계속 마음을 무겁게 한다.,정신적 여과
고객이 기다리지 않았는데 계산서 금액을 틀린 것 그것만 마음에 남아.,정신적 여과
팀원들이 협업을 잘해줬는데 회의에서 내 아이디어가 빠진 것 그게 자꾸 신경 쓰여.,정신적 여과
프로젝트 평가가 좋아서 상을 받았는데 질문에 답을 못했던 순간 그게 눈에만 보인다.,정신적 여과
모두 고생했다고 했는데 인사말을 빼먹은 것 그것만 마음에 남아.,정신적 여과
오늘 업무를 일찍 끝냈는데 메일 한 통을 빼먹은 것 그것만 마음에 남아.,정신적 여과
오늘 하루 일을 대부분 처리했는데 파일을 하나 삭제한 것 그게 계속 마음을 무겁게 한다.,정신적 여과
일을 빨리 끝냈는데 커피를 쏟은 것 그게 계속 마음을 무겁게 한다.,정신적 여과
일을 빨리 끝냈는데 커피를 쏟은 것 그것만 마음에 남아.,정신적 여과
메시지 전달이 명확했는데 이모티콘 하나 부적절한 것 그것만 생각해서 찜찜하다.,정신적 여과
일정대로 프로젝트가 끝났는데 마지막 테스트 오류 그것만 자꾸 떠오른다.,정신적 여과
많은 일을 처리했는데 책상 정리를 못 한 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
프로젝트가 성공적이었는데 마지막 그래프가 깨진 것 그게 계속 마음을 무겁게 한다.,정신적 여과
많은 일을 처리했는데 책상 정리를 못 한 것 그것만 기억에 남는다.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
고객들이 웃으면서 돌아갔는데 결제 시스템이 한 번 오류난 것 그게 자꾸 맴돈다.,정신적 여과
오늘 모임이 즐거웠는데 마이크가 한번 꺼진 것 그게 계속 마음에 걸려.,정신적 여과
고객 만족도가 높았는데 네트워크 한 번 끊긴 것 그것만 기억에 남는다.,정신적 여과
상사가 칭찬해줬지만 프레젠테이션에서 한 순간 말을 더듬은 것 그게 자꾸 신경 쓰여.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그게 눈에만 보인다.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그것만 생각해서 찜찜하다.,정신적 여과
새로운 기술을 성공적으로 적용했는데 한 줄 코드 오류 그것만 생각해서 찜찜하다.,정신적 여과
상사가 전반적으로 만족했는데 출력물 색상이 흐린 것 그게 눈에만 보인다.,정신적 여과
상사가 칭찬해줬지만 프레젠테이션에서 한 순간 말을 더듬은 것 그것만 자꾸 떠오른다.,정신적 여과
새 계약을 성사했는데 서명을 한 곳 빠뜨린 것 그 부분만 떠올라.,정신적 여과
대부분 일정이 맞았는데 한 미팅을 놓친 것 그것만 기억에 남는다.,정신적 여과
오늘 업무를 일찍 끝냈는데 메일 한 통을 빼먹은 것 그게 계속 걸려.,정신적 여과
업무 계획이 잘 진행됐는데 계약서에 도장 위치 그것만 기억에 남는다.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그것만 생각해서 찜찜하다.,정신적 여과
팀 회식이 즐거웠는데 내 말 한마디가 어색했던 것 그게 계속 걸려.,정신적 여과
팀 목표를 초과 달성했는데 마감 시간에 맞추지 못한 한 가지 그 생각밖에 안 나.,정신적 여과
모두 고생했다고 했는데 인사말을 빼먹은 것 그게 계속 걸려.,정신적 여과
메시지 전달이 명확했는데 이모티콘 하나 부적절한 것 그게 자꾸 신경 쓰여.,정신적 여과
오늘 업무를 일찍 끝냈는데 메일 한 통을 빼먹은 것 그게 자꾸 신경 쓰여.,정신적 여과
상사가 전반적으로 만족했는데 출력물 색상이 흐린 것 그게 자꾸 신경 쓰여.,정신적 여과
동료들이 도와줬는데 상사가 한번 찡그린 얼굴 그것만 기억에 남는다.,정신적 여과
고객이 고마워했지만 문서를 한 장 잘못 보낸 것 그것만 자꾸 떠오른다.,정신적 여과
회사 발표가 호평받았는데 발음이 꼬인 순간 그 생각밖에 안 나.,정신적 여과
사람들이 수고했다고 했는데 내 자세가 구부정한 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
회의록을 잘 작성했는데 날짜를 잘못 적은 것 그것만 생각해서 찜찜하다.,정신적 여과
보고서가 대부분 완벽했는데 페이지 번호 하나가 틀린 것 그것만 기억에 남는다.,정신적 여과
오늘 프로젝트가 순조롭게 진행됐는데 마지막에 보고서에 오타가 난 것 그 부분만 떠올라.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
새 계약을 성사했는데 서명을 한 곳 빠뜨린 것 그게 자꾸 신경 쓰여.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그게 계속 마음을 무겁게 한다.,정신적 여과
업무 계획이 잘 진행됐는데 계약서에 도장 위치 그게 자꾸 맴돈다.,정신적 여과
팀 회식이 즐거웠는데 내 말 한마디가 어색했던 것 그 생각밖에 안 나.,정신적 여과
고객 만족도가 높았는데 네트워크 한 번 끊긴 것 그게 자꾸 맴돈다.,정신적 여과
프레젠테이션이 칭찬받았는데 슬라이드 하나 넘어간 것 그게 계속 마음을 무겁게 한다.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그 한 점이 계속 아른거려.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그게 계속 걸려.,정신적 여과
오늘 모임이 즐거웠는데 마이크가 한번 꺼진 것 그것만 기억에 남는다.,정신적 여과
새로운 기술을 성공적으로 적용했는데 한 줄 코드 오류 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그게 계속 마음을 무겁게 한다.,정신적 여과
오늘 고객 상담이 순조로웠는데 답을 못 한 질문 그게 자꾸 신경 쓰여.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그게 눈에만 보인다.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그 한 점이 계속 아른거려.,정신적 여과
새로운 시스템이 잘 돌아갔는데 오류 메시지 한 번 그 한 가지 때문에 기분이 나빠.,정신적 여과
프로젝트 평가가 좋아서 상을 받았는데 질문에 답을 못했던 순간 그것만 자꾸 떠오른다.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
프로젝트가 성공적이었는데 마지막 그래프가 깨진 것 그게 자꾸 신경 쓰여.,정신적 여과
고객 만족도가 높았는데 네트워크 한 번 끊긴 것 그게 계속 마음을 무겁게 한다.,정신적 여과
야근 없이도 일을 끝냈는데 전화 한 통을 놓친 것 그게 눈에만 보인다.,정신적 여과
새로운 프로그램이 잘 설치됐는데 아이콘 배치가 어긋난 것 그것만 기억에 남는다.,정신적 여과
매출이 목표를 넘겼는데 한 물건을 잘못 배송한 것 그것만 자꾸 떠오른다.,정신적 여과
새 계약을 성사했는데 서명을 한 곳 빠뜨린 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
업무 시간 관리를 잘했는데 회의실을 잘못 예약한 것 그게 계속 마음을 무겁게 한다.,정신적 여과
팀 회식이 즐거웠는데 내 말 한마디가 어색했던 것 그것만 마음에 남아.,정신적 여과
오늘 하루 일을 대부분 처리했는데 파일을 하나 삭제한 것 그게 자꾸 맴돈다.,정신적 여과
새 아이디어가 채택됐는데 발언 도중 머뭇거림 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
상사가 전반적으로 만족했는데 출력물 색상이 흐린 것 그 생각밖에 안 나.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그게 눈에만 보인다.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그 부분만 떠올라.,정신적 여과
보고서가 대부분 완벽했는데 페이지 번호 하나가 틀린 것 그 한 점이 계속 아른거려.,정신적 여과
이번 달 실적이 좋았는데 지출 보고서의 작은 실수 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
회의 분위기가 좋았는데 중간에 휴대폰이 울린 것 그것만 생각해서 찜찜하다.,정신적 여과
회사 발표가 호평받았는데 발음이 꼬인 순간 그것만 기억에 남는다.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그게 계속 마음에 걸려.,정신적 여과
회의록을 잘 작성했는데 날짜를 잘못 적은 것 그게 눈에만 보인다.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그게 자꾸 신경 쓰여.,정신적 여과
고객 리뷰가 좋았는데 한 줄의 불만 그게 계속 마음을 무겁게 한다.,정신적 여과
회의 분위기가 좋았는데 중간에 휴대폰이 울린 것 그게 자꾸 신경 쓰여.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그 생각밖에 안 나.,정신적 여과
동료들이 도와줬는데 상사가 한번 찡그린 얼굴 그게 자꾸 맴돈다.,정신적 여과
업무 시간 관리를 잘했는데 회의실을 잘못 예약한 것 그게 자꾸 맴돈다.,정신적 여과
회사 발표가 호평받았는데 발음이 꼬인 순간 그게 계속 마음에 걸려.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
많은 일을 처리했는데 책상 정리를 못 한 것 그것만 마음에 남아.,정신적 여과
새 계약을 성사했는데 서명을 한 곳 빠뜨린 것 그것만 생각해서 찜찜하다.,정신적 여과
업무 시간 관리를 잘했는데 회의실을 잘못 예약한 것 그게 자꾸 신경 쓰여.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그게 계속 걸려.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그것만 기억에 남는다.,정신적 여과
오늘 모임이 즐거웠는데 마이크가 한번 꺼진 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그것만 생각해서 찜찜하다.,정신적 여과
고객 만족도가 높았는데 네트워크 한 번 끊긴 것 그게 계속 걸려.,정신적 여과
대부분 일정이 맞았는데 한 미팅을 놓친 것 그게 계속 마음에 걸려.,정신적 여과
오늘 모임이 즐거웠는데 마이크가 한번 꺼진 것 그게 계속 마음을 무겁게 한다.,정신적 여과
회식 후 사람들이 고맙다고 했는데 남은 음식 포장을 잊은 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
업무 계획이 잘 진행됐는데 계약서에 도장 위치 그것만 생각해서 찜찜하다.,정신적 여과
고객들이 웃으면서 돌아갔는데 결제 시스템이 한 번 오류난 것 그것만 기억에 남는다.,정신적 여과
자료 준비를 철저히 했는데 제목을 틀린 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
보고서가 대부분 완벽했는데 페이지 번호 하나가 틀린 것 그게 눈에만 보인다.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그게 자꾸 신경 쓰여.,정신적 여과
오늘 하루 일을 대부분 처리했는데 파일을 하나 삭제한 것 그것만 자꾸 떠오른다.,정신적 여과
자료 준비를 철저히 했는데 제목을 틀린 것 그것만 자꾸 떠오른다.,정신적 여과
회의록을 잘 작성했는데 날짜를 잘못 적은 것 그것만 자꾸 떠오른다.,정신적 여과
업무 시간 관리를 잘했는데 회의실을 잘못 예약한 것 그 한 점이 계속 아른거려.,정신적 여과
대부분 일정이 맞았는데 한 미팅을 놓친 것 그게 자꾸 신경 쓰여.,정신적 여과
새로운 프로그램이 잘 설치됐는데 아이콘 배치가 어긋난 것 그 생각밖에 안 나.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그 생각밖에 안 나.,정신적 여과
상사가 칭찬해줬지만 프레젠테이션에서 한 순간 말을 더듬은 것 그것만 생각해서 찜찜하다.,정신적 여과
팀 목표를 초과 달성했는데 마감 시간에 맞추지 못한 한 가지 그 한 가지 때문에 기분이 나빠.,정신적 여과
매출이 목표를 넘겼는데 한 물건을 잘못 배송한 것 그게 자꾸 신경 쓰여.,정신적 여과
고객이 기다리지 않았는데 계산서 금액을 틀린 것 그게 계속 마음을 무겁게 한다.,정신적 여과
요청사항을 모두 처리했는데 첨부파일을 빠뜨린 것 그것만 자꾸 떠오른다.,정신적 여과
일정대로 프로젝트가 끝났는데 마지막 테스트 오류 그게 계속 마음을 무겁게 한다.,정신적 여과
팀 회식이 즐거웠는데 내 말 한마디가 어색했던 것 그 부분만 떠올라.,정신적 여과
프로젝트 평가가 좋아서 상을 받았는데 질문에 답을 못했던 순간 그게 계속 걸려.,정신적 여과
고객 리뷰가 좋았는데 한 줄의 불만 그 한 점이 계속 아른거려.,정신적 여과
업무 시간 관리를 잘했는데 회의실을 잘못 예약한 것 그것만 기억에 남는다.,정신적 여과
팀원들이 협업을 잘해줬는데 회의에서 내 아이디어가 빠진 것 그것만 마음에 남아.,정신적 여과
고객들이 웃으면서 돌아갔는데 결제 시스템이 한 번 오류난 것 그 부분만 떠올라.,정신적 여과
오늘 하루 일을 대부분 처리했는데 파일을 하나 삭제한 것 그 한 점이 계속 아른거려.,정신적 여과
회식 후 사람들이 고맙다고 했는데 남은 음식 포장을 잊은 것 그게 계속 마음을 무겁게 한다.,정신적 여과
회식 후 사람들이 고맙다고 했는데 남은 음식 포장을 잊은 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
회의 분위기가 좋았는데 중간에 휴대폰이 울린 것 그것만 자꾸 떠오른다.,정신적 여과
보고서가 대부분 완벽했는데 페이지 번호 하나가 틀린 것 그것만 자꾸 떠오른다.,정신적 여과
팀이 성과가 좋다고 했는데 내 이름이 빠진 리스트 그것만 기억에 남는다.,정신적 여과
고객이 기다리지 않았는데 계산서 금액을 틀린 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
팀이 성과가 좋다고 했는데 내 이름이 빠진 리스트 그게 눈에만 보인다.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그것만 생각해서 찜찜하다.,정신적 여과
새 계약을 성사했는데 서명을 한 곳 빠뜨린 것 그것만 자꾸 떠오른다.,정신적 여과
이번 달 실적이 좋았는데 지출 보고서의 작은 실수 그 생각밖에 안 나.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그게 자꾸 신경 쓰여.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그 생각밖에 안 나.,정신적 여과
팀이 성과가 좋다고 했는데 내 이름이 빠진 리스트 그것만 마음에 남아.,정신적 여과
회사 발표가 호평받았는데 발음이 꼬인 순간 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
고객들이 웃으면서 돌아갔는데 결제 시스템이 한 번 오류난 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그게 계속 걸려.,정신적 여과
오늘 하루 일을 대부분 처리했는데 파일을 하나 삭제한 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
메시지 전달이 명확했는데 이모티콘 하나 부적절한 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
고객이 기다리지 않았는데 계산서 금액을 틀린 것 그게 계속 마음에 걸려.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그게 계속 마음을 무겁게 한다.,정신적 여과
많은 일을 처리했는데 책상 정리를 못 한 것 그게 자꾸 신경 쓰여.,정신적 여과
보고서 내용이 인정받았는데 표 하나 틀린 것 그 부분만 떠올라.,정신적 여과
회의록을 잘 작성했는데 날짜를 잘못 적은 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그게 자꾸 맴돈다.,정신적 여과
일을 빨리 끝냈는데 커피를 쏟은 것 그게 자꾸 맴돈다.,정신적 여과
협업이 원활했는데 팀 채팅에 오타 하나 그것만 기억에 남는다.,정신적 여과
메시지 전달이 명확했는데 이모티콘 하나 부적절한 것 그게 계속 걸려.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그게 자꾸 신경 쓰여.,정신적 여과
고객이 기다리지 않았는데 계산서 금액을 틀린 것 그게 자꾸 맴돈다.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
새로운 시스템이 잘 돌아갔는데 오류 메시지 한 번 그게 자꾸 신경 쓰여.,정신적 여과
인센티브를 받았는데 상사의 한숨 소리 그게 계속 마음에 걸려.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그것만 기억에 남는다.,정신적 여과
프레젠테이션이 칭찬받았는데 슬라이드 하나 넘어간 것 그게 자꾸 맴돈다.,정신적 여과
팀 목표를 초과 달성했는데 마감 시간에 맞추지 못한 한 가지 그게 자꾸 맴돈다.,정신적 여과
상사가 미소를 지었는데 한마디 지적 그게 계속 걸려.,정신적 여과
회식 후 사람들이 고맙다고 했는데 남은 음식 포장을 잊은 것 그게 자꾸 신경 쓰여.,정신적 여과
업무 계획이 잘 진행됐는데 계약서에 도장 위치 그게 계속 걸려.,정신적 여과
새로운 프로그램이 잘 설치됐는데 아이콘 배치가 어긋난 것 그게 눈에만 보인다.,정신적 여과
새로운 시스템이 잘 돌아갔는데 오류 메시지 한 번 그 한 점이 계속 아른거려.,정신적 여과
상사가 전반적으로 만족했는데 출력물 색상이 흐린 것 그 한 점이 계속 아른거려.,정신적 여과
일정대로 프로젝트가 끝났는데 마지막 테스트 오류 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
새로운 기술을 성공적으로 적용했는데 한 줄 코드 오류 그것만 기억에 남는다.,정신적 여과
상사가 전반적으로 만족했는데 출력물 색상이 흐린 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
메시지 전달이 명확했는데 이모티콘 하나 부적절한 것 그것만 자꾸 떠오른다.,정신적 여과
회의가 잘 마무리됐는데 한 파트에서 자료를 빼먹은 것 그것만 마음에 남아.,정신적 여과
새 아이디어가 채택됐는데 발언 도중 머뭇거림 그게 계속 마음에 걸려.,정신적 여과
새 아이디어가 채택됐는데 발언 도중 머뭇거림 그게 계속 걸려.,정신적 여과
팀에서 칭찬을 많이 받았는데 음료수를 엎지른 것 그게 자꾸 맴돈다.,정신적 여과
스터디 그룹이 잘 진행됐는데 한 번 지각한 것 그게 눈에만 보인다.,정신적 여과
모의고사에서 좋은 점수를 받았는데 계산 실수 하나 그것만 자꾸 떠오른다.,정신적 여과
실험 데이터가 대부분 정확했는데 숫자 하나가 틀린 것 그 생각밖에 안 나.,정신적 여과
과제 피드백이 좋았는데 문장 하나 어색했던 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
팀 프로젝트가 성공적이었는데 자료가 한 장 누락된 것 그게 자꾸 맴돈다.,정신적 여과
실험 데이터가 대부분 정확했는데 숫자 하나가 틀린 것 그것만 생각해서 찜찜하다.,정신적 여과
논문이 거의 완성됐는데 참고문헌 하나 틀린 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
실험 데이터가 대부분 정확했는데 숫자 하나가 틀린 것 그게 자꾸 신경 쓰여.,정신적 여과
팀 프로젝트가 성공적이었는데 자료가 한 장 누락된 것 그것만 자꾸 떠오른다.,정신적 여과
과제를 미리 끝냈는데 작은 오타 하나 그 생각밖에 안 나.,정신적 여과
다른 과목은 좋은데 한 과목만 시험 범위를 착각한 것 그것만 생각해서 찜찜하다.,정신적 여과
수업에서 답을 잘했는데 퀴즈에서 한 번 틀린 것 그게 계속 걸려.,정신적 여과
연구가 잘 진행됐는데 실험 하나 실패한 것 그 부분만 떠올라.,정신적 여과
논문 발표가 좋았는데 질문에 당황했던 순간 그 한 가지 때문에 기분이 나빠.,정신적 여과
과제 제출을 잘 했는데 한 번 파일을 올리지 못한 것 그게 계속 걸려.,정신적 여과
모의고사에서 좋은 점수를 받았는데 계산 실수 하나 그것만 기억에 남는다.,정신적 여과
실험 보고서가 칭찬받았는데 표 제목이 틀린 것 그 생각밖에 안 나.,정신적 여과
교수님의 칭찬을 받았는데 조별 점수 분배가 아쉬운 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
독서를 열심히 했는데 정리를 안 한 것 그것만 자꾸 떠오른다.,정신적 여과
연구가 잘 진행됐는데 실험 하나 실패한 것 그것 때문에 자꾸만 마음이 쓰여.,정신적 여과
시험 대부분 맞았는데 한 문제를 틀린 것 그 한 가지 때문에 기분이 나빠.,정신적 여과
수업에서 답을 잘했는데 퀴즈에서 한 번 틀린 것 그게 눈에만 보인다.,정신적 여과
과제 피드백이 좋았는데 문장 하나 어색했던 것 그게 눈에만 보인다.,정신적 여과
시험 대부분 맞았는데 한 문제를 틀린 것 그 부분만 떠올라.,정신적 여과
시험 점수가 상위권이었는데 에세이 점수가 낮은 것 그게 계속 마음에 걸려.,정신적 여과
