text,label
성공적으로 프로젝트를 인계했는데 아무 느낌 없어,과장 및 축소
프로젝트 기간을 단축했는데 그냥 그래,과장 및 축소
서비스 개선 아이디어를 냈는데 별로 중요하지 않아,과장 및 축소
전문 기술을 익혔는데 별 일 아니야,과장 및 축소
우수 직원으로 선정됐는데 신경 쓸 거 아니야,과장 및 축소
회사 브랜드 가치를 높였는데 별거 아니야,과장 및 축소
문서 정리를 깔끔히 했는데 아무것도 아니야,과장 및 축소
신규 고객을 유치했는데 대수롭지 않아,과장 및 축소
기술을 동료에게 전수했는데 별 의미 없어,과장 및 축소
상사의 기대를 넘겼는데 별로 기쁘지 않아,과장 및 축소
팀원들의 사기를 높였는데 하찮아,과장 및 축소
고객 만족도를 높였는데 소용없어,과장 및 축소
성과를 인정받았는데 아무 느낌 없어,과장 및 축소
업무 프로세스를 개선했는데 그냥 그래,과장 및 축소
회사 재정 상황을 개선했는데 별로 중요하지 않아,과장 및 축소
아이디어가 특허를 받았는데 별 일 아니야,과장 및 축소
신속한 문제 해결 능력을 보였는데 신경 쓸 거 아니야,과장 및 축소
현장 이슈를 해결했는데 별거 아니야,과장 및 축소
정시 퇴근했는데 아무것도 아니야,과장 및 축소
성과급을 받았는데 대수롭지 않아,과장 및 축소
회의에서 객관적 데이터를 제시했는데 별 의미 없어,과장 및 축소
집중해서 일찍 퇴근했는데 별로 기쁘지 않아,과장 및 축소
업무 지식을 확장했는데 하찮아,과장 및 축소
프로젝트 목표를 달성했는데 소용없어,과장 및 축소
협업에 기여했는데 아무 느낌 없어,과장 및 축소
업계 인맥을 넓혔는데 그냥 그래,과장 및 축소
품질 관리를 강화했는데 별로 중요하지 않아,과장 및 축소
회의에서 유용한 질문을 했는데 별 일 아니야,과장 및 축소
문제에 대한 해결책을 제시했는데 신경 쓸 거 아니야,과장 및 축소
업무 시간을 줄였는데 별거 아니야,과장 및 축소
프로젝트 위험을 줄였는데 아무것도 아니야,과장 및 축소
프로젝트 성과를 보고했는데 대수롭지 않아,과장 및 축소
팀 간 소통을 강화했는데 별 의미 없어,과장 및 축소
성과를 분석했는데 별로 기쁘지 않아,과장 및 축소
스킬을 공유했는데 하찮아,과장 및 축소
상사에게 신뢰를 얻었는데 소용없어,과장 및 축소
모범 직원 표창을 받았는데 아무 느낌 없어,과장 및 축소
자료를 체계적으로 관리했는데 그냥 그래,과장 및 축소
사내 워크샵을 주최했는데 별로 중요하지 않아,과장 및 축소
프로젝트 파일을 정리했는데 별 일 아니야,과장 및 축소
사무기기를 효과적으로 사용했는데 신경 쓸 거 아니야,과장 및 축소
휴가 일정을 체계적으로 관리했는데 별거 아니야,과장 및 축소
새로운 업무 방식을 도입했는데 아무것도 아니야,과장 및 축소
회의 시간을 단축했는데 대수롭지 않아,과장 및 축소
고객 대응 속도를 높였는데 별 의미 없어,과장 및 축소
업무 성과를 기록했는데 별로 기쁘지 않아,과장 및 축소
팀원이 성장하는 데 기여했는데 하찮아,과장 및 축소
성과를 자기 PR에 활용했는데 소용없어,과장 및 축소
사내 네트워킹을 잘 했는데 아무 느낌 없어,과장 및 축소
시간 관리를 잘 했는데 그냥 그래,과장 및 축소
업무 관련 지식을 글로 공유했는데 별로 중요하지 않아,과장 및 축소
새로운 프로젝트를 맡았는데 별 일 아니야,과장 및 축소
품질 문제를 예방했는데 신경 쓸 거 아니야,과장 및 축소
프로젝트를 확장했는데 별거 아니야,과장 및 축소
매출을 신기록으로 올렸는데 아무것도 아니야,과장 및 축소
우수한 고객 리뷰를 받았는데 대수롭지 않아,과장 및 축소
동료의 업무 부담을 덜어줬는데 별 의미 없어,과장 및 축소
시스템을 안정화했는데 별로 기쁘지 않아,과장 및 축소
정보 보안을 강화했는데 하찮아,과장 및 축소
보고서를 미리 제출했는데 소용없어,과장 및 축소
휴가 후에도 업무를 빠르게 따라잡았는데 아무 느낌 없어,과장 및 축소
프로젝트를 국제적으로 확장했는데 그냥 그래,과장 및 축소
리스크를 미리 파악했는데 별로 중요하지 않아,과장 및 축소
고객 맞춤 솔루션을 제공했는데 별 일 아니야,과장 및 축소
조직 문화를 개선했는데 신경 쓸 거 아니야,과장 및 축소
신입 직원을 빠르게 적응시켰는데 별거 아니야,과장 및 축소
자기 계발을 꾸준히 했는데 아무것도 아니야,과장 및 축소
인정받는 프로젝트를 했는데 대수롭지 않아,과장 및 축소
대기 프로젝트를 시작했는데 별 의미 없어,과장 및 축소
팀원들을 동기부여했는데 별로 기쁘지 않아,과장 및 축소
프로젝트 리뷰를 주도했는데 하찮아,과장 및 축소
로컬 최적화를 진행했는데 소용없어,과장 및 축소
시간과 자원을 절약했는데 아무 느낌 없어,과장 및 축소
거래처 관계를 강화했는데 그냥 그래,과장 및 축소
사내 정책을 개선했는데 별로 중요하지 않아,과장 및 축소
업무 프로세스를 간소화했는데 별 일 아니야,과장 및 축소
윤리 기준을 지켰는데 신경 쓸 거 아니야,과장 및 축소
수학 시험에서 한 문제를 틀렸더니 큰일 났어,과장 및 축소
영어 시험에서 한 문제를 틀렸더니 나 죽었다 이제,과장 및 축소
국어 시험에서 한 문제를 틀렸더니 끝장이야,과장 및 축소
과학 시험에서 한 문제를 틀렸더니 망했어,과장 및 축소
역사 시험에서 한 문제를 틀렸더니 완전 망했어,과장 및 축소
생물 시험에서 한 문제를 틀렸더니 작살났어,과장 및 축소
화학 시험에서 한 문제를 틀렸더니 평생 끝났어,과장 및 축소
물리 시험에서 한 문제를 틀렸더니 진짜 큰일이야,과장 및 축소
지리 시험에서 한 문제를 틀렸더니 진짜 망했다,과장 및 축소
미술 시험에서 한 문제를 틀렸더니 완전히 끝났어,과장 및 축소
음악 시험에서 한 문제를 틀렸더니 큰일이다 정말,과장 및 축소
체육 시험에서 한 문제를 틀렸더니 완전 최악이야,과장 및 축소
수학 시험을 망쳤더니 큰일 났어,과장 및 축소
영어 시험을 망쳤더니 나 죽었다 이제,과장 및 축소
국어 시험을 망쳤더니 끝장이야,과장 및 축소
과학 시험을 망쳤더니 망했어,과장 및 축소
역사 시험을 망쳤더니 완전 망했어,과장 및 축소
생물 시험을 망쳤더니 작살났어,과장 및 축소
화학 시험을 망쳤더니 평생 끝났어,과장 및 축소
물리 시험을 망쳤더니 진짜 큰일이야,과장 및 축소
지리 시험을 망쳤더니 진짜 망했다,과장 및 축소
미술 시험을 망쳤더니 완전히 끝났어,과장 및 축소
음악 시험을 망쳤더니 큰일이다 정말,과장 및 축소
체육 시험을 망쳤더니 완전 최악이야,과장 및 축소
수학 과제를 제출 기한을 놓쳤더니 큰일 났어,과장 및 축소
영어 과제를 제출 기한을 놓쳤더니 나 죽었다 이제,과장 및 축소
국어 과제를 제출 기한을 놓쳤더니 끝장이야,과장 및 축소
과학 과제를 제출 기한을 놓쳤더니 망했어,과장 및 축소
역사 과제를 제출 기한을 놓쳤더니 완전 망했어,과장 및 축소
생물 과제를 제출 기한을 놓쳤더니 작살났어,과장 및 축소
화학 과제를 제출 기한을 놓쳤더니 평생 끝났어,과장 및 축소
물리 과제를 제출 기한을 놓쳤더니 진짜 큰일이야,과장 및 축소
지리 과제를 제출 기한을 놓쳤더니 진짜 망했다,과장 및 축소
미술 과제를 제출 기한을 놓쳤더니 완전히 끝났어,과장 및 축소
음악 과제를 제출 기한을 놓쳤더니 큰일이다 정말,과장 및 축소
체육 과제를 제출 기한을 놓쳤더니 완전 최악이야,과장 및 축소
수학 숙제를 깜빡했더니 큰일 났어,과장 및 축소
영어 숙제를 깜빡했더니 나 죽었다 이제,과장 및 축소
국어 숙제를 깜빡했더니 끝장이야,과장 및 축소
과학 숙제를 깜빡했더니 망했어,과장 및 축소
역사 숙제를 깜빡했더니 완전 망했어,과장 및 축소
생물 숙제를 깜빡했더니 작살났어,과장 및 축소
화학 숙제를 깜빡했더니 평생 끝났어,과장 및 축소
물리 숙제를 깜빡했더니 진짜 큰일이야,과장 및 축소
지리 숙제를 깜빡했더니 진짜 망했다,과장 및 축소
미술 숙제를 깜빡했더니 완전히 끝났어,과장 및 축소
음악 숙제를 깜빡했더니 큰일이다 정말,과장 및 축소
체육 숙제를 깜빡했더니 완전 최악이야,과장 및 축소
수학 수업에 지각했더니 큰일 났어,과장 및 축소
영어 수업에 지각했더니 나 죽었다 이제,과장 및 축소
국어 수업에 지각했더니 끝장이야,과장 및 축소
과학 수업에 지각했더니 망했어,과장 및 축소
역사 수업에 지각했더니 완전 망했어,과장 및 축소
생물 수업에 지각했더니 작살났어,과장 및 축소
화학 수업에 지각했더니 평생 끝났어,과장 및 축소
물리 수업에 지각했더니 진짜 큰일이야,과장 및 축소
지리 수업에 지각했더니 진짜 망했다,과장 및 축소
미술 수업에 지각했더니 완전히 끝났어,과장 및 축소
음악 수업에 지각했더니 큰일이다 정말,과장 및 축소
체육 수업에 지각했더니 완전 최악이야,과장 및 축소
수학 발표에서 말을 더듬었더니 큰일 났어,과장 및 축소
영어 발표에서 말을 더듬었더니 나 죽었다 이제,과장 및 축소
국어 발표에서 말을 더듬었더니 끝장이야,과장 및 축소
과학 발표에서 말을 더듬었더니 망했어,과장 및 축소
역사 발표에서 말을 더듬었더니 완전 망했어,과장 및 축소
생물 발표에서 말을 더듬었더니 작살났어,과장 및 축소
화학 발표에서 말을 더듬었더니 평생 끝났어,과장 및 축소
물리 발표에서 말을 더듬었더니 진짜 큰일이야,과장 및 축소
지리 발표에서 말을 더듬었더니 진짜 망했다,과장 및 축소
미술 발표에서 말을 더듬었더니 완전히 끝났어,과장 및 축소
음악 발표에서 말을 더듬었더니 큰일이다 정말,과장 및 축소
체육 발표에서 말을 더듬었더니 완전 최악이야,과장 및 축소
수학 프로젝트를 못 끝냈더니 큰일 났어,과장 및 축소
영어 프로젝트를 못 끝냈더니 나 죽었다 이제,과장 및 축소
국어 프로젝트를 못 끝냈더니 끝장이야,과장 및 축소
과학 프로젝트를 못 끝냈더니 망했어,과장 및 축소
역사 프로젝트를 못 끝냈더니 완전 망했어,과장 및 축소
생물 프로젝트를 못 끝냈더니 작살났어,과장 및 축소
화학 프로젝트를 못 끝냈더니 평생 끝났어,과장 및 축소
물리 프로젝트를 못 끝냈더니 진짜 큰일이야,과장 및 축소
지리 프로젝트를 못 끝냈더니 진짜 망했다,과장 및 축소
미술 프로젝트를 못 끝냈더니 완전히 끝났어,과장 및 축소
음악 프로젝트를 못 끝냈더니 큰일이다 정말,과장 및 축소
체육 프로젝트를 못 끝냈더니 완전 최악이야,과장 및 축소
수학 수업을 빼먹었더니 큰일 났어,과장 및 축소
영어 수업을 빼먹었더니 나 죽었다 이제,과장 및 축소
국어 수업을 빼먹었더니 끝장이야,과장 및 축소
과학 수업을 빼먹었더니 망했어,과장 및 축소
역사 수업을 빼먹었더니 완전 망했어,과장 및 축소
생물 수업을 빼먹었더니 작살났어,과장 및 축소
화학 수업을 빼먹었더니 평생 끝났어,과장 및 축소
물리 수업을 빼먹었더니 진짜 큰일이야,과장 및 축소
지리 수업을 빼먹었더니 진짜 망했다,과장 및 축소
미술 수업을 빼먹었더니 완전히 끝났어,과장 및 축소
음악 수업을 빼먹었더니 큰일이다 정말,과장 및 축소
체육 수업을 빼먹었더니 완전 최악이야,과장 및 축소
수학 노트를 잃어버렸더니 큰일 났어,과장 및 축소
영어 노트를 잃어버렸더니 나 죽었다 이제,과장 및 축소
국어 노트를 잃어버렸더니 끝장이야,과장 및 축소
과학 노트를 잃어버렸더니 망했어,과장 및 축소
역사 노트를 잃어버렸더니 완전 망했어,과장 및 축소
생물 노트를 잃어버렸더니 작살났어,과장 및 축소
화학 노트를 잃어버렸더니 평생 끝났어,과장 및 축소
물리 노트를 잃어버렸더니 진짜 큰일이야,과장 및 축소
지리 노트를 잃어버렸더니 진짜 망했다,과장 및 축소
미술 노트를 잃어버렸더니 완전히 끝났어,과장 및 축소
음악 노트를 잃어버렸더니 큰일이다 정말,과장 및 축소
체육 노트를 잃어버렸더니 완전 최악이야,과장 및 축소
수학 문제를 풀지 못했더니 큰일 났어,과장 및 축소
영어 문제를 풀지 못했더니 나 죽었다 이제,과장 및 축소
국어 문제를 풀지 못했더니 끝장이야,과장 및 축소
과학 문제를 풀지 못했더니 망했어,과장 및 축소
역사 문제를 풀지 못했더니 완전 망했어,과장 및 축소
생물 문제를 풀지 못했더니 작살났어,과장 및 축소
화학 문제를 풀지 못했더니 평생 끝났어,과장 및 축소
물리 문제를 풀지 못했더니 진짜 큰일이야,과장 및 축소
지리 문제를 풀지 못했더니 진짜 망했다,과장 및 축소
미술 문제를 풀지 못했더니 완전히 끝났어,과장 및 축소
음악 문제를 풀지 못했더니 큰일이다 정말,과장 및 축소
체육 문제를 풀지 못했더니 완전 최악이야,과장 및 축소
수학 시험에서 좋은 점수를 받았는데 별거 아니야,과장 및 축소
영어 시험에서 좋은 점수를 받았는데 아무것도 아니야,과장 및 축소
국어 시험에서 좋은 점수를 받았는데 대수롭지 않아,과장 및 축소
과학 시험에서 좋은 점수를 받았는데 별 의미 없어,과장 및 축소
역사 시험에서 좋은 점수를 받았는데 별로 기쁘지 않아,과장 및 축소
생물 시험에서 좋은 점수를 받았는데 하찮아,과장 및 축소
화학 시험에서 좋은 점수를 받았는데 소용없어,과장 및 축소
물리 시험에서 좋은 점수를 받았는데 아무 느낌 없어,과장 및 축소
지리 시험에서 좋은 점수를 받았는데 그냥 그래,과장 및 축소
미술 시험에서 좋은 점수를 받았는데 별로 중요하지 않아,과장 및 축소
음악 시험에서 좋은 점수를 받았는데 별 일 아니야,과장 및 축소
체육 시험에서 좋은 점수를 받았는데 신경 쓸 거 아니야,과장 및 축소
수학 시험에서 만점을 받았는데 별거 아니야,과장 및 축소
영어 시험에서 만점을 받았는데 아무것도 아니야,과장 및 축소
국어 시험에서 만점을 받았는데 대수롭지 않아,과장 및 축소
과학 시험에서 만점을 받았는데 별 의미 없어,과장 및 축소
역사 시험에서 만점을 받았는데 별로 기쁘지 않아,과장 및 축소
생물 시험에서 만점을 받았는데 하찮아,과장 및 축소
화학 시험에서 만점을 받았는데 소용없어,과장 및 축소
물리 시험에서 만점을 받았는데 아무 느낌 없어,과장 및 축소
지리 시험에서 만점을 받았는데 그냥 그래,과장 및 축소
미술 시험에서 만점을 받았는데 별로 중요하지 않아,과장 및 축소
음악 시험에서 만점을 받았는데 별 일 아니야,과장 및 축소
체육 시험에서 만점을 받았는데 신경 쓸 거 아니야,과장 및 축소
수학 과제를 완벽하게 해냈는데 별거 아니야,과장 및 축소
영어 과제를 완벽하게 해냈는데 아무것도 아니야,과장 및 축소
국어 과제를 완벽하게 해냈는데 대수롭지 않아,과장 및 축소
과학 과제를 완벽하게 해냈는데 별 의미 없어,과장 및 축소
역사 과제를 완벽하게 해냈는데 별로 기쁘지 않아,과장 및 축소
생물 과제를 완벽하게 해냈는데 하찮아,과장 및 축소
화학 과제를 완벽하게 해냈는데 소용없어,과장 및 축소
물리 과제를 완벽하게 해냈는데 아무 느낌 없어,과장 및 축소
지리 과제를 완벽하게 해냈는데 그냥 그래,과장 및 축소
미술 과제를 완벽하게 해냈는데 별로 중요하지 않아,과장 및 축소
음악 과제를 완벽하게 해냈는데 별 일 아니야,과장 및 축소
체육 과제를 완벽하게 해냈는데 신경 쓸 거 아니야,과장 및 축소
수학 숙제를 일찍 끝냈는데 별거 아니야,과장 및 축소
영어 숙제를 일찍 끝냈는데 아무것도 아니야,과장 및 축소
국어 숙제를 일찍 끝냈는데 대수롭지 않아,과장 및 축소
과학 숙제를 일찍 끝냈는데 별 의미 없어,과장 및 축소
역사 숙제를 일찍 끝냈는데 별로 기쁘지 않아,과장 및 축소
생물 숙제를 일찍 끝냈는데 하찮아,과장 및 축소
화학 숙제를 일찍 끝냈는데 소용없어,과장 및 축소
물리 숙제를 일찍 끝냈는데 아무 느낌 없어,과장 및 축소
지리 숙제를 일찍 끝냈는데 그냥 그래,과장 및 축소
미술 숙제를 일찍 끝냈는데 별로 중요하지 않아,과장 및 축소
음악 숙제를 일찍 끝냈는데 별 일 아니야,과장 및 축소
체육 숙제를 일찍 끝냈는데 신경 쓸 거 아니야,과장 및 축소
수학 수업 발표를 잘했는데 별거 아니야,과장 및 축소
영어 수업 발표를 잘했는데 아무것도 아니야,과장 및 축소
국어 수업 발표를 잘했는데 대수롭지 않아,과장 및 축소
과학 수업 발표를 잘했는데 별 의미 없어,과장 및 축소
역사 수업 발표를 잘했는데 별로 기쁘지 않아,과장 및 축소
생물 수업 발표를 잘했는데 하찮아,과장 및 축소
화학 수업 발표를 잘했는데 소용없어,과장 및 축소
물리 수업 발표를 잘했는데 아무 느낌 없어,과장 및 축소
지리 수업 발표를 잘했는데 그냥 그래,과장 및 축소
미술 수업 발표를 잘했는데 별로 중요하지 않아,과장 및 축소
음악 수업 발표를 잘했는데 별 일 아니야,과장 및 축소
체육 수업 발표를 잘했는데 신경 쓸 거 아니야,과장 및 축소
수학 프로젝트를 성공적으로 마쳤는데 별거 아니야,과장 및 축소
영어 프로젝트를 성공적으로 마쳤는데 아무것도 아니야,과장 및 축소
국어 프로젝트를 성공적으로 마쳤는데 대수롭지 않아,과장 및 축소
과학 프로젝트를 성공적으로 마쳤는데 별 의미 없어,과장 및 축소
역사 프로젝트를 성공적으로 마쳤는데 별로 기쁘지 않아,과장 및 축소
