text,label
아침 친구가 찾아와서 조금 속상했어요.,비인지왜곡
요즘 다음 달에 있을 공연이 기대돼요.,비인지왜곡
지금 앞으로 나아갈 방향을 생각해요.,비인지왜곡
지난주 실습을 준비하느라 피곤해요.,비인지왜곡
이번 달 앞으로 더 배우고 싶어요.,비인지왜곡
이번 주말 사람들과 어울리면서 살짝 서운했어요.,비인지왜곡
때때로 쉬는 게 필요해요.,비인지왜곡
오후 고객 미팅을 마치고 조금 부담돼요.,비인지왜곡
요 며칠 문서 정리를 하다가 마음이 답답해요.,비인지왜곡
다음 주 기말고사를 하고 있어서 설레요.,비인지왜곡
주말 졸업 논문을 준비하느라 조금 지루해요.,비인지왜곡
요즘 생각이 많아서 잠이 잘 오지 않아요.,비인지왜곡
아침 가족과 산책하며 그리웠어요.,비인지왜곡
지금 앞으로 어떤 선택을 해야 할지 생각 중이에요.,비인지왜곡
어젯밤 동료와 일 이야기를 하며 고마웠어요.,비인지왜곡
이번 달 앞으로 어떤 길로 가야 할지 고민이에요.,비인지왜곡
요즘 들어 곧 있을 발표가 설레요.,비인지왜곡
아침 과외를 준비하느라 막막해요.,비인지왜곡
가끔 앞으로 어떤 길로 가야 할지 고민이에요.,비인지왜곡
저녁 졸업 논문을 준비하느라 도움이 돼요.,비인지왜곡
요즘 들어 조만간 가족 모임이 있어서 설레요.,비인지왜곡
어젯밤 쉬는 게 필요해요.,비인지왜곡
오늘 커피를 많이 마셔요.,비인지왜곡
어제 걷는 게 좋아요.,비인지왜곡
지난주 마감을 하다가 설레요.,비인지왜곡
주말 업무 계획을 하고 있어서 집중이 잘 안 돼요.,비인지왜곡
이번 주 몸이 무거워요.,비인지왜곡
주말 회의록 작성 때문에 설레요.,비인지왜곡
최근에 요리를 하면서 시간을 보내요.,비인지왜곡
이번 주말 친구에게 전화하고 즐거웠어요.,비인지왜곡
오늘 실험을 준비하느라 해내고 싶어요.,비인지왜곡
어젯밤 저녁마다 산책을 하면서 마음을 정리해요.,비인지왜곡
오늘 마음이 들떠요.,비인지왜곡
오후 출장을 준비하느라 마음이 가벼워요.,비인지왜곡
이제 졸업 후에 진로를 고민하고 있어요.,비인지왜곡
요즘 다음 주에는 여행 준비를 해야 해요.,비인지왜곡
요즘 친구의 결혼식이 다가와서 기대돼요.,비인지왜곡
방금 연인과 영화를 보며 약간 소외된 느낌이 들었어요.,비인지왜곡
지난주 자료 정리를 준비하느라 긴장돼요.,비인지왜곡
주말 강의 준비를 준비하느라 새로워요.,비인지왜곡
조별 과제를 하면서 호기심이 생겨요.,비인지왜곡
이번 주 자료 공유를 마치고 힘들어요.,비인지왜곡
지난주 동생과 저녁을 먹고 설렸어요.,비인지왜곡
이번 학기 학회 발표를 끝내고 자신감이 생겨요.,비인지왜곡
오늘 곧 있을 발표 준비를 하고 있어요.,비인지왜곡
팀 프로젝트를 하면서 막막해요.,비인지왜곡
아침 고객 미팅을 하다가 설레요.,비인지왜곡
이번 주 친구와 약속을 잡고 고마웠어요.,비인지왜곡
최근에 많이 먹는 편이에요.,비인지왜곡
저녁 마감을 준비하느라 신나요.,비인지왜곡
어젯밤 친구와 영화를 보면서 신기했어요.,비인지왜곡
저녁 강의 준비를 하다가 해내고 싶어요.,비인지왜곡
토론을 하면서 재미있어요.,비인지왜곡
저녁 친구와 쇼핑하면서 다정하게 느껴졌어요.,비인지왜곡
이번 학기 조별 과제 때문에 지쳤어요.,비인지왜곡
과제 제출을 하면서 편안해요.,비인지왜곡
주말 부모님과 통화하고 따뜻했어요.,비인지왜곡
방금 친구들과 여행 계획을 세우면서 위로가 됐어요.,비인지왜곡
아침 점심 회의 때문에 조금 피곤해요.,비인지왜곡
이번 주말 가족과 주말을 보내면서 약간 소외된 느낌이 들었어요.,비인지왜곡
아침 자료 정리를 하다가 긴장돼요.,비인지왜곡
주말 친구와 사진을 찍으면서 민망했어요.,비인지왜곡
저녁 친구와 드라이브하면서 살짝 서운했어요.,비인지왜곡
어제 친구들과 여행 계획을 세우면서 긴장됐어요.,비인지왜곡
오후 회의록 작성 때문에 뿌듯해요.,비인지왜곡
이번 주 현장 실습을 끝내고 마음이 불안해요.,비인지왜곡
요 며칠 업무 계획을 하고 있어서 기대돼요.,비인지왜곡
어제 그림 그리기를 좋아해요.,비인지왜곡
아침 친구에게 전화하고 감동했어요.,비인지왜곡
어제 쉬는 게 필요해요.,비인지왜곡
지난주 팀 협업을 마치고 설레요.,비인지왜곡
이번 주 보고서를 마치고 설레요.,비인지왜곡
아침 업무 계획을 하고 있어서 편안해요.,비인지왜곡
주말에는 집에 있는 시간이 많아요.,비인지왜곡
지금 다음 달에 가족을 만나러 갈 예정이에요.,비인지왜곡
오늘 간식 시간을 마치고 뿌듯해요.,비인지왜곡
오후 출장을 하고 있어서 긴장돼요.,비인지왜곡
다음 주 발표를 끝내고 열심히 하고 있어요.,비인지왜곡
이제 새로운 취미를 시작해 볼까 생각 중이에요.,비인지왜곡
지금 다가올 변화를 준비하고 있어요.,비인지왜곡
이번 달 이번 주말에 쉬고 싶어요.,비인지왜곡
지난주 회의 준비 때문에 뿌듯해요.,비인지왜곡
방금 동료와 회식을 하면서 신기했어요.,비인지왜곡
학회 발표를 하면서 호기심이 생겨요.,비인지왜곡
오늘 재택근무를 준비하느라 조금 피곤해요.,비인지왜곡
시험을 하면서 편안해요.,비인지왜곡
오늘 곧 있을 대화를 준비하고 있어요.,비인지왜곡
세미나를 하면서 피곤해요.,비인지왜곡
오늘 앞으로 일이 어떻게 될지 걱정되기도 해요.,비인지왜곡
이번 달 앞으로의 여정을 생각하면 조금 떨려요.,비인지왜곡
주말 메일 확인을 준비하느라 묘하게 초조해요.,비인지왜곡
아침 친구와 카페에 가서 감사했어요.,비인지왜곡
이제 곧 있을 공연을 보러 갈 생각이에요.,비인지왜곡
요 며칠 자료 공유가 있어서 기대돼요.,비인지왜곡
오후 프레젠테이션을 하고 있어서 기대돼요.,비인지왜곡
요즘은 다음 달에 새로운 일을 시작할 거예요.,비인지왜곡
지난주 업무를 준비하느라 마음이 가벼워요.,비인지왜곡
방금 친구와 노래방에 가서 살짝 서운했어요.,비인지왜곡
아침 가족과 외출하면서 즐거웠어요.,비인지왜곡
문득 다음 달에는 자신을 돌볼 시간을 가질 거예요.,비인지왜곡
주말 마감을 마치고 왠지 걱정돼요.,비인지왜곡
요즘은 다음 주에 휴가를 쓸 예정이에요.,비인지왜곡
저녁 과제 제출을 하다가 마음이 불안해요.,비인지왜곡
저녁 가족에게 안부를 전하고 즐거웠어요.,비인지왜곡
어젯밤 동료와 산책하며 위로가 됐어요.,비인지왜곡
요 며칠 자료 조사를 마치고 묘하게 초조해요.,비인지왜곡
어젯밤 건강을 챙기려고 운동을 시작했어요.,비인지왜곡
아침 발표를 하다가 도움이 돼요.,비인지왜곡
이번 주 혼자 있는 시간이 필요해요.,비인지왜곡
리포트를 하면서 필요성을 느껴요.,비인지왜곡
최근에 다음 해에 어떤 목표를 세울지 고민 중이에요.,비인지왜곡
어젯밤 요리를 하면서 시간을 보내요.,비인지왜곡
이번 주 새로운 취미를 찾고 있어요.,비인지왜곡
팀 협업을 하면서 마음이 가벼워요.,비인지왜곡
아침 친구에게 선물을 받아서 행복했어요.,비인지왜곡
오후 프레젠테이션이 있어서 긴장돼요.,비인지왜곡
오후 공부를 하다가 부담돼요.,비인지왜곡
이번 주말 가족 모임에 다녀와서 즐거웠어요.,비인지왜곡
이제 다음 달에 이사를 계획하고 있어요.,비인지왜곡
이번 주 팀원들과 술 한잔 하면서 신기했어요.,비인지왜곡
오늘 이번 주말에 쉬고 싶어요.,비인지왜곡
아침마다 눈물이 나기도 해요.,비인지왜곡
아침 친구에게 문자하고 긴장됐어요.,비인지왜곡
이번 주 직장 동료와 점심을 먹고 묘하게 어색했어요.,비인지왜곡
요즘은 곧 있을 시험을 위해 계획을 세우고 있어요.,비인지왜곡
이제 앞으로 해야 할 일이 많아요.,비인지왜곡
방금 동료와 소소한 이야기를 나누고 고마웠어요.,비인지왜곡
주말에는 편지를 쓰는 게 재미있어요.,비인지왜곡
저녁 자료 공유가 있어서 피로가 쌓여요.,비인지왜곡
요즘 앞으로 어떤 선택을 해야 할지 생각 중이에요.,비인지왜곡
이번 주 커피를 많이 마셔요.,비인지왜곡
요즘 앞으로 나아갈 방향을 생각해요.,비인지왜곡
요즘 새로운 취미를 시작해 볼까 생각 중이에요.,비인지왜곡
오늘 팀 협업을 마치고 스트레스를 느껴요.,비인지왜곡
오늘 친구와 함께 운동하고 그리웠어요.,비인지왜곡
어제 새로운 취미를 찾고 있어요.,비인지왜곡
지난주 실습을 준비하느라 긴장돼요.,비인지왜곡
오후 연구를 준비하느라 부담돼요.,비인지왜곡
주말 과제 제출을 하다가 지쳤어요.,비인지왜곡
주말 논문 때문에 어려워요.,비인지왜곡
방금 연인과 산책하면서 그리웠어요.,비인지왜곡
지난주 가족과 외출하면서 즐거웠어요.,비인지왜곡
아침마다 집중이 잘 안 돼요.,비인지왜곡
어제 동료와 웃으면서 즐거운 기분이었어요.,비인지왜곡
아침마다 하루 종일 멍하니 있을 때가 있어요.,비인지왜곡
가끔 내일 친구와 영화를 볼 예정이에요.,비인지왜곡
이번 학기 졸업 논문을 준비하느라 도움이 돼요.,비인지왜곡
가끔 앞으로의 여정을 생각하면 조금 떨려요.,비인지왜곡
아침마다 집에 있는 시간이 많아요.,비인지왜곡
주말에는 많이 먹는 편이에요.,비인지왜곡
어제 친구에게 선물을 받아서 유쾌했어요.,비인지왜곡
지난주 강의 노트를 하고 있어서 지쳤어요.,비인지왜곡
아침마다 마음이 가라앉는 날이 있어요.,비인지왜곡
오늘 사람들과 어울리면서 설렸어요.,비인지왜곡
저녁 중간고사 때문에 흥미로워요.,비인지왜곡
오늘 시험 때문에 준비가 필요해요.,비인지왜곡
어젯밤 친구와 드라이브하면서 즐거웠어요.,비인지왜곡
최근에 집중이 잘 안 돼요.,비인지왜곡
최근에 마음이 들떠요.,비인지왜곡
요즘은 앞으로의 계획을 정리하고 있어요.,비인지왜곡
주말 가족과 주말을 보내면서 뿌듯했어요.,비인지왜곡
아침 팀 미팅이 있어서 조금 부담돼요.,비인지왜곡
이번 주 하루 종일 멍하니 있을 때가 있어요.,비인지왜곡
어제 지인과 오랜만에 연락하고 편안한 마음이 들었어요.,비인지왜곡
때때로 집에 있는 시간이 많아요.,비인지왜곡
오늘 가족과 주말을 보내면서 마음이 편안해요.,비인지왜곡
최근에 내일 친구와 영화를 볼 예정이에요.,비인지왜곡
주말 중간고사 때문에 호기심이 생겨요.,비인지왜곡
저녁 재택근무 때문에 마음이 답답해요.,비인지왜곡
오후 팀 미팅 때문에 긴장돼요.,비인지왜곡
때때로 커피를 많이 마셔요.,비인지왜곡
지금 다음 달에는 자신을 돌볼 시간을 가질 거예요.,비인지왜곡
실습을 하면서 흥미로워요.,비인지왜곡
방금 친구와 드라이브하면서 유쾌했어요.,비인지왜곡
이번 주 팀 협업을 하고 있어서 편안해요.,비인지왜곡
주말 캡스톤 디자인을 하다가 필요성을 느껴요.,비인지왜곡
저녁 팀원들과 술 한잔 하면서 따뜻했어요.,비인지왜곡
오후 고객 미팅을 마치고 마음이 답답해요.,비인지왜곡
이번 주 동료와 회식을 하면서 긴장됐어요.,비인지왜곡
오늘 연인과 영화를 보며 다정하게 느껴졌어요.,비인지왜곡
오후 회의 준비 때문에 바빠요.,비인지왜곡
요즘은 곧 있을 일정을 정리하고 있어요.,비인지왜곡
이번 주 가족과 외출하면서 위로가 됐어요.,비인지왜곡
지금 다음 해에 어떤 목표를 세울지 고민 중이에요.,비인지왜곡
요즘 다음 주에 휴가를 쓸 예정이에요.,비인지왜곡
회의 준비를 하면서 편안해요.,비인지왜곡
어제 친구에게 전화하고 뿌듯했어요.,비인지왜곡
오후 회의 준비를 마치고 스트레스를 느껴요.,비인지왜곡
저녁 회의 준비를 마치고 마음이 답답해요.,비인지왜곡
강의를 하면서 편안해요.,비인지왜곡
오늘 동료와 소소한 이야기를 나누고 그리웠어요.,비인지왜곡
아침 팀 프로젝트 때문에 설레요.,비인지왜곡
오늘 업무 계획 때문에 좀 지쳤어요.,비인지왜곡
아침마다 편지를 쓰는 게 재미있어요.,비인지왜곡
어제 친구와 영화를 보면서 마음이 따뜻했어요.,비인지왜곡
이번 주 자료 조사를 하고 있어서 기대돼요.,비인지왜곡
아침 동료와 커피를 마시며 조금 서먹했어요.,비인지왜곡
다음 주 조별 과제를 하고 있어서 준비가 필요해요.,비인지왜곡
저녁 보고서 때문에 신나요.,비인지왜곡
지난주 자료 조사를 준비하느라 조금 부담돼요.,비인지왜곡
요즘 들어 앞으로 더 성장하고 싶어요.,비인지왜곡
가끔 몸이 무거워요.,비인지왜곡
메일 확인을 하면서 편안해요.,비인지왜곡
지난주 참고서를 하고 있어서 어려워요.,비인지왜곡
지난주 지인과 점심을 약속하고 감동했어요.,비인지왜곡
수업을 하면서 새로워요.,비인지왜곡
어젯밤 친구와 약속을 잡고 반가웠어요.,비인지왜곡
업무 계획을 하면서 조금 부담돼요.,비인지왜곡
요즘 감정의 기복이 있어요.,비인지왜곡
저녁 가족과 산책하며 긴장됐어요.,비인지왜곡
오늘 친구를 만나서 행복했어요.,비인지왜곡
어제 기분이 울적해요.,비인지왜곡
오늘 친구와 카페에 가서 조금 속상했어요.,비인지왜곡
방금 연인과 요리를 하면서 즐거운 기분이었어요.,비인지왜곡
이번 주 팀 협업 때문에 스트레스를 느껴요.,비인지왜곡
주말에는 건강을 챙기려고 운동을 시작했어요.,비인지왜곡
어제 집에 있는 시간이 많아요.,비인지왜곡
이번 주말 동아리 모임에 나가서 마음이 따뜻했어요.,비인지왜곡
이번 주 연인에게 선물을 전하고 신기했어요.,비인지왜곡
이제 다음 달에 가족을 만나러 갈 예정이에요.,비인지왜곡
아침 친구와 운동하면서 따뜻했어요.,비인지왜곡
가끔 새로운 취미를 시작해 볼까 생각 중이에요.,비인지왜곡
때때로 많이 먹는 편이에요.,비인지왜곡
요 며칠 문서 정리가 있어서 뿌듯해요.,비인지왜곡
최근에 다가오는 회의에 대해 생각하고 있어요.,비인지왜곡
이번 주 쉬는 게 필요해요.,비인지왜곡
회의 준비를 하면서 열심히 하고 있어요.,비인지왜곡
저녁 동료와 회식을 하면서 마음이 편안해요.,비인지왜곡
아침 친구와 사진을 찍으면서 약간 소외된 느낌이 들었어요.,비인지왜곡
지난주 친구에게 선물을 받아서 긴장됐어요.,비인지왜곡
어젯밤 몸이 무거워요.,비인지왜곡
지난주 과외를 준비하느라 도움이 돼요.,비인지왜곡
주말 친구와 전화를 길게 하면서 즐거운 기분이었어요.,비인지왜곡
오늘 밥맛이 없어요.,비인지왜곡
요즘은 곧 있을 대화를 준비하고 있어요.,비인지왜곡
오늘 앞으로 어떤 도전을 할지 기대돼요.,비인지왜곡
오늘 다음 달에는 새로운 책을 읽을 계획이에요.,비인지왜곡
아침마다 예전 기억이 떠올라요.,비인지왜곡
지난주 리포트를 끝내고 편안해요.,비인지왜곡
이번 주 수업을 하고 있어서 지쳤어요.,비인지왜곡
오후 시험을 끝내고 기대돼요.,비인지왜곡
오후 프레젠테이션을 하고 있어서 뿌듯해요.,비인지왜곡
이번 주 연인과 산책하면서 설렸어요.,비인지왜곡
저녁 간식 시간이 있어서 스트레스를 느껴요.,비인지왜곡
요 며칠 출근을 하다가 왠지 걱정돼요.,비인지왜곡
이번 주말 친구와 운동하면서 반가웠어요.,비인지왜곡
이번 주 출근이 있어서 긴장돼요.,비인지왜곡
주말 강의 노트를 준비하느라 조금 지루해요.,비인지왜곡
지난주 동료와 일 이야기를 하며 편안한 마음이 들었어요.,비인지왜곡
이번 주 논문 때문에 필요성을 느껴요.,비인지왜곡
지난주 동생과 게임을 하면서 묘하게 어색했어요.,비인지왜곡
방금 친구가 찾아와서 차를 마시고 묘하게 어색했어요.,비인지왜곡
아침 회의를 하다가 신나요.,비인지왜곡
오늘 연인과 산책하면서 즐거운 기분이었어요.,비인지왜곡
어젯밤 직장 동료와 점심을 먹고 조금 속상했어요.,비인지왜곡
아침 친구와 약속을 잡고 조금 속상했어요.,비인지왜곡
오늘 마감을 마치고 마음이 가벼워요.,비인지왜곡
어젯밤 가족과 산책하며 민망했어요.,비인지왜곡
가끔 편지를 쓰는 게 재미있어요.,비인지왜곡
이번 주 과제를 준비하느라 새로워요.,비인지왜곡
오후 졸업 요건을 준비하느라 당황했어요.,비인지왜곡
주말 친구에게 전화하고 위로가 됐어요.,비인지왜곡
저녁 부모님과 통화하고 설렸어요.,비인지왜곡
주말 논문을 하고 있어서 지쳤어요.,비인지왜곡
지난주 회의 준비를 준비하느라 바빠요.,비인지왜곡
문득 졸업을 앞두고 마음이 복잡해요.,비인지왜곡
오늘 마감을 하다가 신나요.,비인지왜곡
주말 프레젠테이션이 있어서 왠지 걱정돼요.,비인지왜곡
이번 주 가족과 주말을 보내면서 즐거운 기분이었어요.,비인지왜곡
저녁 친구와 약속을 잡고 즐거운 기분이었어요.,비인지왜곡
이번 주 밥맛이 없어요.,비인지왜곡
오늘 점심 회의 때문에 피로가 쌓여요.,비인지왜곡
요즘 곧 있을 공연을 보러 갈 생각이에요.,비인지왜곡
지금 다음 주 여행이 기대돼요.,비인지왜곡
이번 주 기말고사를 끝내고 자신감이 생겨요.,비인지왜곡
요 며칠 야근이 있어서 묘하게 초조해요.,비인지왜곡
지금 앞으로 더 배우고 싶어요.,비인지왜곡
주말 팀원들과 술 한잔 하면서 그리웠어요.,비인지왜곡
요즘 앞으로 어떤 일을 할지 궁금해요.,비인지왜곡
주말 보고서를 마치고 스트레스를 느껴요.,비인지왜곡
오늘 곧 있을 워크숍에 참여할 거예요.,비인지왜곡
메일 확인을 하면서 스트레스를 느껴요.,비인지왜곡
어젯밤 아무것도 하고 싶지 않아요.,비인지왜곡
이번 주말 지인과 점심을 약속하고 편안했어요.,비인지왜곡
최근에 다음 달에는 자신을 돌볼 시간을 가질 거예요.,비인지왜곡
이번 주말 친구와 함께 운동하고 그리웠어요.,비인지왜곡
요즘은 곧 다가오는 생일이 조금 설레요.,비인지왜곡
오늘 회의 때문에 신나요.,비인지왜곡
오늘 그림 그리기를 좋아해요.,비인지왜곡
어제 새로운 사람을 만나서 고마웠어요.,비인지왜곡
때때로 생각이 많아서 잠이 잘 오지 않아요.,비인지왜곡
문득 새로운 취미를 시작해 볼까 생각 중이에요.,비인지왜곡
이번 학기 과제 제출 때문에 마음이 불안해요.,비인지왜곡
때때로 밥맛이 없어요.,비인지왜곡
오늘 출장을 하다가 잘 안 풀려요.,비인지왜곡
다음 주 시험 공부를 하고 있어서 조금 지루해요.,비인지왜곡
문득 앞으로 해야 할 일이 많아요.,비인지왜곡
가끔 다음 주 여행이 기대돼요.,비인지왜곡
어제 가족과 주말을 보내면서 반가웠어요.,비인지왜곡
저녁 팀원들과 술 한잔 하면서 설렸어요.,비인지왜곡
주말 가족과 식사하면서 행복했어요.,비인지왜곡
요즘 들어 다음 달에 있을 공연이 기대돼요.,비인지왜곡
이번 달 앞으로 어떤 일을 할지 궁금해요.,비인지왜곡
지금 다음 주에는 여행 준비를 해야 해요.,비인지왜곡
졸업 요건을 하면서 해내고 싶어요.,비인지왜곡
간식 시간을 하면서 긴장돼요.,비인지왜곡
최근에 친구의 결혼식이 다가와서 기대돼요.,비인지왜곡
오늘 가족과 주말을 보내면서 마음이 따뜻했어요.,비인지왜곡
이번 학기 시험 공부를 끝내고 새로워요.,비인지왜곡
지난주 업무가 있어서 설레요.,비인지왜곡
요즘 앞으로 어떤 모습일지 상상해요.,비인지왜곡
문득 곧 있을 발표가 설레요.,비인지왜곡
오늘 프로젝트를 준비하느라 신나요.,비인지왜곡
지금 앞으로 더 나은 습관을 만들고 싶어요.,비인지왜곡
어젯밤 편지를 쓰는 게 재미있어요.,비인지왜곡
요즘 들어 내일 친구와 영화를 볼 예정이에요.,비인지왜곡
주말에는 집중이 잘 안 돼요.,비인지왜곡
주말 자료 정리를 준비하느라 조금 부담돼요.,비인지왜곡
아침마다 기분이 울적해요.,비인지왜곡
어제 친구와 영화를 보면서 따뜻했어요.,비인지왜곡
때때로 집중이 잘 안 돼요.,비인지왜곡
오늘 자료 공유를 준비하느라 조금 피곤해요.,비인지왜곡
저녁 과제를 하다가 부담돼요.,비인지왜곡
요 며칠 자료 조사를 하고 있어서 왠지 걱정돼요.,비인지왜곡
저녁 출장을 준비하느라 묘하게 초조해요.,비인지왜곡
지난주 동료와 산책하며 고마웠어요.,비인지왜곡
논문을 하면서 당황했어요.,비인지왜곡
오후 업무를 준비하느라 조금 피곤해요.,비인지왜곡
이번 주 조별 과제를 끝내고 자신감이 생겨요.,비인지왜곡
주말 점심 회의 때문에 설레요.,비인지왜곡
이제 곧 있을 여행이 설레요.,비인지왜곡
이번 달 앞으로 하고 싶은 일이 많아요.,비인지왜곡
오후 팀 프로젝트를 하고 있어서 재미있어요.,비인지왜곡
요즘은 올해는 자기 개발을 하고 싶어요.,비인지왜곡
문득 앞으로 더 나은 습관을 만들고 싶어요.,비인지왜곡
요즘 편지를 쓰는 게 재미있어요.,비인지왜곡
