text,label
내 기분을 짓밟는 그는 정말 이기적인 인간이야,낙인찍기
일하다가 멍해진 나는 그냥 루저야,낙인찍기
미래를 망각한 그는 완전 바보야,낙인찍기
무례한 말을 아무렇지 않게 하는 그는 정말 쓰레기야,낙인찍기
침대에 누워 생각하는 나는 참 패배자야,낙인찍기
남의 비밀을 퍼뜨리는 그 사람은 정말 최악이야,낙인찍기
항상 점수 자랑만 하는 그 친구는 정말 쓰레기야,낙인찍기
노력 없이 점수만 따려는 그는 진짜 멍청이야,낙인찍기
뒤에서 말을 돌리는 그 친구는 진짜 겁쟁이야,낙인찍기
동료들 앞에서 말도 못한 나는 진짜 패배자야,낙인찍기
오늘 복습도 못한 나는 참 실패자야,낙인찍기
미래를 망각한 그는 그냥 엉망진창이야,낙인찍기
무례한 말을 아무렇지 않게 하는 그는 그냥 이기적인 인간이야,낙인찍기
약속을 지키지 않는 그는 참 변변찮은 인간이야,낙인찍기
항상 나태한 그는 정말 멍청이야,낙인찍기
오늘 복습도 못한 나는 참 바보야,낙인찍기
일을 제대로 파악하지 못하는 그는 정말 한심한 사람이야,낙인찍기
뒤에서 말을 돌리는 그 친구는 정말 바보야,낙인찍기
혼자 시간을 보내는 나는 진짜 실패자야,낙인찍기
상사 앞에서 제대로 설명도 못한 나는 그냥 아무것도 아니야,낙인찍기
아무도 없는 방에서 나는 그냥 쓰레기야,낙인찍기
아무도 없는 방에서 나는 참 엉망진창이야,낙인찍기
곧 있을 중요한 일을 생각하면 나는 완전 패배자야,낙인찍기
앞날을 생각할수록 나는 그냥 바보야,낙인찍기
아무도 없는 방에서 나는 완전 엉망진창이야,낙인찍기
내일을 상상하면 나는 그냥 쓰레기야,낙인찍기
내일을 상상하면 나는 그냥 엉망진창이야,낙인찍기
항상 점수 자랑만 하는 그 친구는 참 변변찮은 인간이야,낙인찍기
뒤에서 말을 돌리는 그 친구는 진짜 최악이야,낙인찍기
동료들 앞에서 말도 못한 나는 진짜 쓰레기야,낙인찍기
창밖을 보며 나는 진짜 실수덩어리야,낙인찍기
창밖을 보며 나는 진짜 바보야,낙인찍기
하루하루 지나가는 것을 보며 나는 완전 루저야,낙인찍기
앞으로도 나를 힘들게 할 그는 참 엉망진창이야,낙인찍기
내 가능성을 생각할 때 나는 참 무능력자야,낙인찍기
수업시간에 방해만 하는 그 학생은 그냥 루저야,낙인찍기
일할 때 기분을 상하게 하는 그는 그냥 멍청이야,낙인찍기
앞일을 걱정하지 않는 그는 완전 겁쟁이야,낙인찍기
다가올 일들을 떠올리면 나는 완전 쓰레기야,낙인찍기
앞으로도 이럴 것 같은 나는 정말 쓰레기야,낙인찍기
가족 모임도 빼먹은 나는 참 아무것도 아니야,낙인찍기
항상 나태한 그는 진짜 루저야,낙인찍기
창밖을 보며 나는 완전 아무것도 아니야,낙인찍기
침대에 누워 생각하는 나는 참 실수덩어리야,낙인찍기
항상 나태한 그는 참 멍청이야,낙인찍기
일하다가 멍해진 나는 정말 겁쟁이야,낙인찍기
지난 날을 돌아보며 나는 참 아무것도 아니야,낙인찍기
마감일을 놓친 나는 참 한심한 인간이야,낙인찍기
내 가능성을 생각할 때 나는 그냥 엉망진창이야,낙인찍기
수업마다 질문을 끊는 그 사람은 그냥 루저야,낙인찍기
감정을 숨기기만 하는 나는 참 겁쟁이야,낙인찍기
노력 없이 점수만 따려는 그는 참 이기적인 인간이야,낙인찍기
아무도 없는 방에서 나는 진짜 엉망진창이야,낙인찍기
일을 제대로 파악하지 못하는 그는 완전 겁쟁이야,낙인찍기
미래를 무시하는 그는 참 무능력자야,낙인찍기
리포트를 엉망으로 제출한 나는 그냥 패배자야,낙인찍기
선물을 잊고 지나친 나는 정말 쓰레기야,낙인찍기
곧 있을 중요한 일을 생각하면 나는 그냥 실패자야,낙인찍기
어딜 가도 나는 완전 바보야,낙인찍기
아무도 없는 방에서 나는 그냥 겁쟁이야,낙인찍기
미래 계획을 세우면서 나는 진짜 실패자야,낙인찍기
항상 나태한 그는 완전 한심한 사람이야,낙인찍기
일을 제대로 파악하지 못하는 그는 정말 이기적인 인간이야,낙인찍기
미래를 무시하는 그는 그냥 쓰레기야,낙인찍기
교수님 질문에 답을 못한 나는 정말 게으름뱅이야,낙인찍기
모둠을 힘들게 만드는 그는 참 무능력자야,낙인찍기
앞으로도 변할 것 같지 않은 그는 진짜 멍청이야,낙인찍기
침대에 누워 생각하는 나는 완전 실패자야,낙인찍기
회사에서 또 실수한 나는 참 패배자야,낙인찍기
내 가능성을 생각할 때 나는 그냥 실수덩어리야,낙인찍기
앞으로도 이럴 것 같은 나는 진짜 겁쟁이야,낙인찍기
미래를 무시하는 그는 진짜 실수덩어리야,낙인찍기
선물을 잊고 지나친 나는 정말 무능력자야,낙인찍기
회의를 늘 늘어지게 만드는 그는 참 최악이야,낙인찍기
회의 때 질문 하나 못한 나는 정말 엉망진창이야,낙인찍기
나 자신을 바라보며 나는 그냥 엉망진창이야,낙인찍기
침대에 누워 생각하는 나는 정말 아무것도 아니야,낙인찍기
팀워크를 망치는 그는 그냥 무능력자야,낙인찍기
내일을 상상하면 나는 정말 무능력자야,낙인찍기
모둠을 힘들게 만드는 그는 완전 변변찮은 인간이야,낙인찍기
책임감 없이 미루기만 하는 그는 그냥 변변찮은 인간이야,낙인찍기
숙제 하나 제대로 못한 나는 완전 바보야,낙인찍기
약속 시간에 늘 늦는 나는 완전 겁쟁이야,낙인찍기
혼자 시간을 보내는 나는 진짜 한심한 인간이야,낙인찍기
수업 내용을 도통 이해 못하는 나는 그냥 게으름뱅이야,낙인찍기
다가올 일들을 떠올리면 나는 완전 실수덩어리야,낙인찍기
침대에 누워 생각하는 나는 정말 게으름뱅이야,낙인찍기
거울을 보면서 나는 완전 바보야,낙인찍기
미래 계획을 세우면서 나는 진짜 루저야,낙인찍기
하루를 마무리하며 나는 완전 한심한 인간이야,낙인찍기
침대에 누워 생각하는 나는 완전 실수덩어리야,낙인찍기
팀워크를 망치는 그는 진짜 루저야,낙인찍기
나 자신을 바라보며 나는 그냥 바보야,낙인찍기
책임감 없이 미루기만 하는 그는 완전 엉망진창이야,낙인찍기
아무도 없는 방에서 나는 정말 루저야,낙인찍기
우리 팀 분위기를 깨는 그는 정말 엉망진창이야,낙인찍기
혼잣말을 하며 나는 정말 루저야,낙인찍기
혼잣말을 하며 나는 정말 무능력자야,낙인찍기
연락을 끊어버린 나는 진짜 게으름뱅이야,낙인찍기
회의를 늘 늘어지게 만드는 그는 참 바보야,낙인찍기
수업 내용을 도통 이해 못하는 나는 정말 루저야,낙인찍기
내 가능성을 생각할 때 나는 그냥 게으름뱅이야,낙인찍기
창밖을 보며 나는 그냥 겁쟁이야,낙인찍기
내 가능성을 생각할 때 나는 진짜 무능력자야,낙인찍기
대화 도중 핸드폰만 보는 그는 정말 한심한 사람이야,낙인찍기
연애를 시작하자마자 멀어진 나는 완전 루저야,낙인찍기
이후에도 같은 실수를 할 그는 완전 멍청이야,낙인찍기
사과할 줄 모르는 그는 진짜 최악이야,낙인찍기
앞날을 생각할수록 나는 그냥 엉망진창이야,낙인찍기
예습을 미루다 만 나는 참 루저야,낙인찍기
다가올 일들을 떠올리면 나는 진짜 게으름뱅이야,낙인찍기
다른 사람 발표를 비웃는 그는 정말 루저야,낙인찍기
앞날을 생각할수록 나는 참 바보야,낙인찍기
약속을 지키지 않는 그는 진짜 루저야,낙인찍기
노력 없이 점수만 따려는 그는 완전 최악이야,낙인찍기
창밖을 보며 나는 진짜 쓰레기야,낙인찍기
지인들을 피하는 나는 참 루저야,낙인찍기
어딜 가도 나는 완전 루저야,낙인찍기
다른 사람 말을 잘라버린 나는 진짜 겁쟁이야,낙인찍기
앞으로의 삶을 떠올리면 나는 완전 게으름뱅이야,낙인찍기
수업시간에 방해만 하는 그 학생은 진짜 최악이야,낙인찍기
어딜 가도 나는 그냥 겁쟁이야,낙인찍기
약속을 맨날 잊는 그는 정말 겁쟁이야,낙인찍기
늘 무책임한 그는 진짜 엉망진창이야,낙인찍기
약속 시간에 늘 늦는 나는 정말 패배자야,낙인찍기
마감일을 놓친 나는 참 아무것도 아니야,낙인찍기
직장에서 허둥대는 나는 진짜 패배자야,낙인찍기
늘 무책임한 그는 진짜 무능력자야,낙인찍기
미래를 망각한 그는 완전 이기적인 인간이야,낙인찍기
마감일을 놓친 나는 진짜 바보야,낙인찍기
오늘 회의에서 말문이 막혀버린 나는 정말 아무것도 아니야,낙인찍기
하루를 마무리하며 나는 참 루저야,낙인찍기
미래를 망각한 그는 그냥 쓰레기야,낙인찍기
내일을 상상하면 나는 정말 루저야,낙인찍기
앞날을 망칠 그는 정말 실수덩어리야,낙인찍기
책임감 없이 미루기만 하는 그는 참 변변찮은 인간이야,낙인찍기
상대방 감정을 고려하지 않는 그는 참 이기적인 인간이야,낙인찍기
약속을 맨날 잊는 그는 그냥 이기적인 인간이야,낙인찍기
나 자신을 바라보며 나는 그냥 게으름뱅이야,낙인찍기
일을 제대로 파악하지 못하는 그는 참 최악이야,낙인찍기
선물을 잊고 지나친 나는 정말 겁쟁이야,낙인찍기
하루를 마무리하며 나는 그냥 실수덩어리야,낙인찍기
다가올 일들을 떠올리면 나는 그냥 바보야,낙인찍기
기말고사를 망친 나는 진짜 게으름뱅이야,낙인찍기
미래를 망각한 그는 진짜 멍청이야,낙인찍기
프로젝트 진행 상황이 엉켜버린 나를 보며 나는 그냥 쓰레기야,낙인찍기
기말고사를 망친 나는 그냥 쓰레기야,낙인찍기
예습을 미루다 만 나는 그냥 루저야,낙인찍기
아무도 없는 방에서 나는 완전 겁쟁이야,낙인찍기
창밖을 보며 나는 진짜 게으름뱅이야,낙인찍기
마감일을 놓친 나는 진짜 겁쟁이야,낙인찍기
항상 점수 자랑만 하는 그 친구는 그냥 한심한 사람이야,낙인찍기
상대방 감정을 고려하지 않는 그는 참 루저야,낙인찍기
친구 약속을 또 잊어버린 나는 진짜 패배자야,낙인찍기
침대에 누워 생각하는 나는 그냥 실수덩어리야,낙인찍기
회의 때 질문 하나 못한 나는 참 실패자야,낙인찍기
혼자 시간을 보내는 나는 진짜 실수덩어리야,낙인찍기
기말고사를 망친 나는 완전 무능력자야,낙인찍기
다른 사람 말을 잘라버린 나는 완전 아무것도 아니야,낙인찍기
약속 시간에 늘 늦는 나는 정말 쓰레기야,낙인찍기
사과할 줄 모르는 그는 진짜 루저야,낙인찍기
침대에 누워 생각하는 나는 진짜 실수덩어리야,낙인찍기
발표에서 버벅거린 나는 그냥 게으름뱅이야,낙인찍기
미래 계획을 세우면서 나는 그냥 실패자야,낙인찍기
먼저 연락하지 않는 나는 정말 실수덩어리야,낙인찍기
이후에도 같은 실수를 할 그는 그냥 바보야,낙인찍기
내일을 상상하면 나는 그냥 한심한 인간이야,낙인찍기
혼자 시간을 보내는 나는 정말 쓰레기야,낙인찍기
먼저 연락하지 않는 나는 참 한심한 인간이야,낙인찍기
수업시간에 방해만 하는 그 학생은 정말 루저야,낙인찍기
약속을 지키지 않는 그는 참 엉망진창이야,낙인찍기
혼잣말을 하며 나는 정말 겁쟁이야,낙인찍기
회사에서 또 실수한 나는 참 쓰레기야,낙인찍기
남의 비밀을 퍼뜨리는 그 사람은 참 엉망진창이야,낙인찍기
상사 앞에서 제대로 설명도 못한 나는 진짜 쓰레기야,낙인찍기
지난 날을 돌아보며 나는 정말 겁쟁이야,낙인찍기
선물을 잊고 지나친 나는 참 엉망진창이야,낙인찍기
모둠을 힘들게 만드는 그는 참 바보야,낙인찍기
내 가능성을 생각할 때 나는 정말 쓰레기야,낙인찍기
마감일을 놓친 나는 완전 루저야,낙인찍기
회의 때 질문 하나 못한 나는 완전 게으름뱅이야,낙인찍기
조별과제를 미루기만 하는 그는 참 한심한 사람이야,낙인찍기
혼잣말을 하며 나는 그냥 바보야,낙인찍기
일을 제대로 파악하지 못하는 그는 그냥 바보야,낙인찍기
팀플에 기여하지 않는 그는 정말 쓰레기야,낙인찍기
무례하게 지시만 하는 그 상사는 완전 이기적인 인간이야,낙인찍기
과제 제출을 잊어버린 나는 참 아무것도 아니야,낙인찍기
창밖을 보며 나는 완전 겁쟁이야,낙인찍기
앞날을 생각할수록 나는 참 엉망진창이야,낙인찍기
모둠을 힘들게 만드는 그는 정말 겁쟁이야,낙인찍기
감정을 숨기기만 하는 나는 완전 실수덩어리야,낙인찍기
계획 없이 사는 그는 참 실수덩어리야,낙인찍기
뒤에서 말을 돌리는 그 친구는 그냥 실수덩어리야,낙인찍기
항상 점수 자랑만 하는 그 친구는 진짜 바보야,낙인찍기
우리 팀 분위기를 깨는 그는 그냥 무능력자야,낙인찍기
거울을 보면서 나는 완전 패배자야,낙인찍기
기말고사를 망친 나는 완전 겁쟁이야,낙인찍기
앞으로도 이럴 것 같은 나는 완전 아무것도 아니야,낙인찍기
계획 없이 사는 그는 참 무능력자야,낙인찍기
일할 때 기분을 상하게 하는 그는 진짜 무능력자야,낙인찍기
연애를 시작하자마자 멀어진 나는 완전 겁쟁이야,낙인찍기
하루를 마무리하며 나는 진짜 실패자야,낙인찍기
아무도 없는 방에서 나는 참 바보야,낙인찍기
