text,label
죄책감 드니까 회사에서 나를 나무랄 것 같아.,감정적 추론
당황해서 회사에 피해를 줄 것 같아.,감정적 추론
허탈하니까 기한을 넘길 것 같아.,감정적 추론
소외감을 느끼니까 중요한 일을 실패할 것 같아.,감정적 추론
화가 나니까 나 때문에 팀이 실패할 것 같아.,감정적 추론
두려우니까 회의에서 말실수를 할 것 같아.,감정적 추론
죄책감 드니까 회의 준비를 망칠 것 같아.,감정적 추론
초조하니까 중요한 발표에서 머릿속이 하얘질 것 같아.,감정적 추론
죄책감 드니까 동료들이 나를 방해자로 여길 것 같아.,감정적 추론
질투나니까 팀원들이 나를 믿지 않을 것 같아.,감정적 추론
지치니까 상사가 나에게 실망한 눈빛을 보낼 것 같아.,감정적 추론
절망스러워서 업무 평가에서 최악의 점수를 받을 것 같아.,감정적 추론
긴장돼서 나 때문에 팀이 실패할 것 같아.,감정적 추론
불안하니까 상사가 나에게 실망한 눈빛을 보낼 것 같아.,감정적 추론
당황해서 직장에서 인정받지 못할 것 같아.,감정적 추론
죄책감 드니까 중요한 일을 실패할 것 같아.,감정적 추론
화가 나니까 동료들이 나를 무시할 것 같아.,감정적 추론
창피해서 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
찝찝하니까 출장을 완전히 망칠 것 같아.,감정적 추론
지치니까 상사는 내 실적을 과소평가할 것 같아.,감정적 추론
걱정되니까 팀워크를 무너뜨릴 것 같아.,감정적 추론
질투나니까 회사 생활이 더 힘들어질 것 같아.,감정적 추론
창피해서 일을 제대로 끝내지 못할 것 같아.,감정적 추론
찝찝하니까 동료들이 나를 무시할 것 같아.,감정적 추론
분하니까 직장에서 인정받지 못할 것 같아.,감정적 추론
무기력하니까 직장에서 나를 다시 안 뽑을 것 같아.,감정적 추론
긴장돼서 팀워크를 무너뜨릴 것 같아.,감정적 추론
소외감을 느끼니까 일을 제대로 끝내지 못할 것 같아.,감정적 추론
우울하니까 일 때문에 좌천될 것 같아.,감정적 추론
죄책감 드니까 회사에서 내가 무능하다고 생각할 것 같아.,감정적 추론
질투나니까 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
질투나니까 상사는 내 실적을 과소평가할 것 같아.,감정적 추론
분하니까 상사가 나를 좋게 보지 않을 것 같아.,감정적 추론
지치니까 상사가 내 의견을 무시할 것 같아.,감정적 추론
지치니까 협상에서 말 한마디도 못할 것 같아.,감정적 추론
화가 나니까 직장에서 인정받지 못할 것 같아.,감정적 추론
무기력하니까 상사가 나를 꾸짖을 것 같아.,감정적 추론
초조하니까 프로젝트를 망칠 것 같아.,감정적 추론
찝찝하니까 팀에서 따돌림당할 것 같아.,감정적 추론
질투나니까 상사는 내가 제출한 자료를 싫어할 것 같아.,감정적 추론
긴장돼서 일 때문에 좌천될 것 같아.,감정적 추론
혼란스러워서 회사에 피해를 줄 것 같아.,감정적 추론
불안하니까 회사에서 내가 무능하다고 생각할 것 같아.,감정적 추론
무기력하니까 회의 준비를 망칠 것 같아.,감정적 추론
절망스러워서 상사는 내 실적을 과소평가할 것 같아.,감정적 추론
분하니까 회사에 피해를 줄 것 같아.,감정적 추론
질투나니까 협상에서 말 한마디도 못할 것 같아.,감정적 추론
당황해서 직장에서 나를 다시 안 뽑을 것 같아.,감정적 추론
긴장돼서 상사가 내 의견을 무시할 것 같아.,감정적 추론
죄책감 드니까 회의에서 말실수를 할 것 같아.,감정적 추론
무기력하니까 회의에서 말실수를 할 것 같아.,감정적 추론
답답하니까 상사가 나를 좋게 보지 않을 것 같아.,감정적 추론
불안하니까 회사에 피해를 줄 것 같아.,감정적 추론
답답하니까 동료들이 나를 싫어할 것 같아.,감정적 추론
분하니까 회의 발표를 망칠 것 같아.,감정적 추론
찝찝하니까 회의에서 바보처럼 보일 것 같아.,감정적 추론
부담돼서 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
절망스러워서 직장에서 인정받지 못할 것 같아.,감정적 추론
외로우니까 상사가 내 의견을 무시할 것 같아.,감정적 추론
분하니까 상사가 나를 투명인간 취급할 것 같아.,감정적 추론
속상하니까 회사 생활이 더 힘들어질 것 같아.,감정적 추론
분하니까 동료들이 나를 싫어할 것 같아.,감정적 추론
화가 나니까 상사가 나를 좋게 보지 않을 것 같아.,감정적 추론
화가 나니까 내가 업무를 처리하는 방식을 싫어할 것 같아.,감정적 추론
불안하니까 팀 프로젝트가 내 탓으로 실패할 것 같아.,감정적 추론
걱정되니까 상사가 나를 향해 실망할 것 같아.,감정적 추론
소외감을 느끼니까 회사에 피해를 줄 것 같아.,감정적 추론
당황해서 회사에서 나를 불편해할 것 같아.,감정적 추론
초조하니까 회사에서 해고당할 것 같아.,감정적 추론
죄책감 드니까 상사가 나에게 화를 낼 것 같아.,감정적 추론
속상하니까 출장을 완전히 망칠 것 같아.,감정적 추론
두려우니까 직장에서 인정받지 못할 것 같아.,감정적 추론
불안하니까 일 때문에 좌천될 것 같아.,감정적 추론
찝찝하니까 보고서가 엉망일 것 같아.,감정적 추론
혼란스러워서 상사가 내 실수만 기억할 것 같아.,감정적 추론
창피해서 회의에서 말실수를 할 것 같아.,감정적 추론
부담돼서 업무 평가에서 최악의 점수를 받을 것 같아.,감정적 추론
허탈하니까 업무 처리가 미흡할 것 같아.,감정적 추론
긴장돼서 업무 일정이 모두 틀어질 것 같아.,감정적 추론
당황해서 중요한 일을 실패할 것 같아.,감정적 추론
부담돼서 기한을 넘길 것 같아.,감정적 추론
창피해서 상사가 나를 꾸짖을 것 같아.,감정적 추론
부담돼서 동료들이 나를 방해자로 여길 것 같아.,감정적 추론
답답하니까 상사가 나에게 실망한 눈빛을 보낼 것 같아.,감정적 추론
당황해서 회의에서 바보처럼 보일 것 같아.,감정적 추론
소외감을 느끼니까 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
두려우니까 회의에서 바보처럼 보일 것 같아.,감정적 추론
부담돼서 회사에 피해를 줄 것 같아.,감정적 추론
당황해서 회사 사람들은 내가 해낼 수 없다고 생각할 것 같아.,감정적 추론
두려우니까 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
초조하니까 회사에 피해를 줄 것 같아.,감정적 추론
불안하니까 회의에서 바보처럼 보일 것 같아.,감정적 추론
죄책감 드니까 팀에서 따돌림당할 것 같아.,감정적 추론
찝찝하니까 팀워크를 무너뜨릴 것 같아.,감정적 추론
화가 나니까 프로젝트를 망칠 것 같아.,감정적 추론
우울하니까 회사에서 나를 불편해할 것 같아.,감정적 추론
허탈하니까 일 때문에 좌천될 것 같아.,감정적 추론
절망스러워서 프로젝트를 망칠 것 같아.,감정적 추론
외로우니까 상사가 내 실수만 기억할 것 같아.,감정적 추론
답답하니까 회의에서 바보처럼 보일 것 같아.,감정적 추론
외로우니까 중요한 발표에서 머릿속이 하얘질 것 같아.,감정적 추론
걱정되니까 회사에 피해를 줄 것 같아.,감정적 추론
화가 나니까 협상에서 말 한마디도 못할 것 같아.,감정적 추론
허탈하니까 나 때문에 팀이 실패할 것 같아.,감정적 추론
지치니까 중요한 발표에서 머릿속이 하얘질 것 같아.,감정적 추론
허탈하니까 협상에서 말 한마디도 못할 것 같아.,감정적 추론
당황해서 회사에서 나를 나무랄 것 같아.,감정적 추론
속상하니까 회사에 피해를 줄 것 같아.,감정적 추론
긴장돼서 프로젝트를 망칠 것 같아.,감정적 추론
부담돼서 업무 일정이 모두 틀어질 것 같아.,감정적 추론
답답하니까 회의 준비를 망칠 것 같아.,감정적 추론
실망스러우니까 회사에서 나를 나무랄 것 같아.,감정적 추론
실망스러우니까 업무 처리가 미흡할 것 같아.,감정적 추론
절망스러워서 협상에서 말 한마디도 못할 것 같아.,감정적 추론
소외감을 느끼니까 프로젝트를 망칠 것 같아.,감정적 추론
두려우니까 직장에서 나를 다시 안 뽑을 것 같아.,감정적 추론
실망스러우니까 보고서가 엉망일 것 같아.,감정적 추론
소외감을 느끼니까 팀원들이 나를 믿지 않을 것 같아.,감정적 추론
창피해서 팀원들이 나를 믿지 않을 것 같아.,감정적 추론
외로우니까 회사에서 나를 불편해할 것 같아.,감정적 추론
절망스러워서 상사가 내 실수만 기억할 것 같아.,감정적 추론
혼란스러워서 회사에서 내가 무능하다고 생각할 것 같아.,감정적 추론
찝찝하니까 기한을 넘길 것 같아.,감정적 추론
질투나니까 회의 준비를 망칠 것 같아.,감정적 추론
외로우니까 프로젝트를 망칠 것 같아.,감정적 추론
두려우니까 상사가 나를 좋게 보지 않을 것 같아.,감정적 추론
허탈하니까 직장에서 나를 다시 안 뽑을 것 같아.,감정적 추론
당황해서 나 때문에 팀이 실패할 것 같아.,감정적 추론
답답하니까 회사에 피해를 줄 것 같아.,감정적 추론
초조하니까 상사가 내 실수만 기억할 것 같아.,감정적 추론
지치니까 출장을 완전히 망칠 것 같아.,감정적 추론
우울하니까 회사에서 날 필요 없다고 할 것 같아.,감정적 추론
절망스러워서 일정에 맞추지 못할 것 같아.,감정적 추론
창피해서 회사에서 나를 나무랄 것 같아.,감정적 추론
초조하니까 회의 발표를 망칠 것 같아.,감정적 추론
무기력하니까 출장을 완전히 망칠 것 같아.,감정적 추론
허탈하니까 보고서가 엉망일 것 같아.,감정적 추론
분하니까 일에 집중하지 못해 실수를 연달아 할 것 같아.,감정적 추론
부담돼서 중요한 발표에서 머릿속이 하얘질 것 같아.,감정적 추론
질투나니까 보고서가 엉망일 것 같아.,감정적 추론
부담돼서 회사에서 날 필요 없다고 할 것 같아.,감정적 추론
실망스러우니까 상사는 내 실적을 과소평가할 것 같아.,감정적 추론
죄책감 드니까 상사는 내가 제출한 자료를 싫어할 것 같아.,감정적 추론
혼란스러워서 출장을 완전히 망칠 것 같아.,감정적 추론
걱정되니까 회사에서 해고당할 것 같아.,감정적 추론
화가 나니까 상사는 내 실적을 과소평가할 것 같아.,감정적 추론
우울하니까 팀에서 따돌림당할 것 같아.,감정적 추론
실망스러우니까 상사가 내 실수만 기억할 것 같아.,감정적 추론
불안하니까 회의에서 말실수를 할 것 같아.,감정적 추론
분하니까 내가 업무를 처리하는 방식을 싫어할 것 같아.,감정적 추론
혼란스러워서 회사에서 해고당할 것 같아.,감정적 추론
부담돼서 시험을 망칠 것 같아.,감정적 추론
초조하니까 동기들은 다 잘하는데 나만 못할 것 같아.,감정적 추론
실망스러우니까 중요한 과제를 놓칠 것 같아.,감정적 추론
걱정되니까 졸업 작품이 망할 것 같아.,감정적 추론
속상하니까 수강신청에 실패할 것 같아.,감정적 추론
초조하니까 교수님이 내 질문을 비웃을 것 같아.,감정적 추론
당황해서 과제를 제출하는 걸 잊을 것 같아.,감정적 추론
답답하니까 답안을 모두 틀릴 것 같아.,감정적 추론
화가 나니까 실험 결과가 틀릴 것 같아.,감정적 추론
절망스러워서 실험 결과가 틀릴 것 같아.,감정적 추론
불안하니까 과제를 제출하는 걸 잊을 것 같아.,감정적 추론
실망스러우니까 수강신청에 실패할 것 같아.,감정적 추론
질투나니까 학점이 떨어질 것 같아.,감정적 추론
당황해서 시험 준비가 틀렸을 것 같아.,감정적 추론
창피해서 기말 시험을 망칠 것 같아.,감정적 추론
속상하니까 테스트에서 제일 낮은 점수를 받을 것 같아.,감정적 추론
죄책감 드니까 교수님이 내 보고서를 싫어할 것 같아.,감정적 추론
혼란스러워서 기말 시험을 망칠 것 같아.,감정적 추론
분하니까 졸업을 못 할 것 같아.,감정적 추론
무기력하니까 다음 시험도 망칠 것 같아.,감정적 추론
허탈하니까 시험 범위를 잘못 공부했을 것 같아.,감정적 추론
찝찝하니까 답안을 모두 틀릴 것 같아.,감정적 추론
절망스러워서 시험 시간에 머리가 멍해질 것 같아.,감정적 추론
두려우니까 장학금을 못 받을 것 같아.,감정적 추론
불안하니까 졸업 작품이 망할 것 같아.,감정적 추론
혼란스러워서 교수님이 내 질문을 비웃을 것 같아.,감정적 추론
실망스러우니까 취업 준비가 실패할 것 같아.,감정적 추론
찝찝하니까 학점 F 받을 것 같아.,감정적 추론
화가 나니까 취업 준비가 실패할 것 같아.,감정적 추론
초조하니까 실험 결과가 틀릴 것 같아.,감정적 추론
우울하니까 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
당황해서 시험을 망칠 것 같아.,감정적 추론
분하니까 선생님이 나를 포기할 것 같아.,감정적 추론
찝찝하니까 시험 문제를 하나도 못 풀 것 같아.,감정적 추론
걱정되니까 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
당황해서 연구 발표를 망칠 것 같아.,감정적 추론
긴장돼서 선생님이 나를 포기할 것 같아.,감정적 추론
실망스러우니까 성적이 최악일 것 같아.,감정적 추론
분하니까 논문 심사에서 탈락할 것 같아.,감정적 추론
불안하니까 학회 발표에서 창피를 당할 것 같아.,감정적 추론
분하니까 동기들은 다 잘하는데 나만 못할 것 같아.,감정적 추론
답답하니까 과제를 제출하는 걸 잊을 것 같아.,감정적 추론
긴장돼서 성적이 최악일 것 같아.,감정적 추론
실망스러우니까 선생님이 나를 포기할 것 같아.,감정적 추론
허탈하니까 수업을 따라가지 못할 것 같아.,감정적 추론
속상하니까 실험 결과가 틀릴 것 같아.,감정적 추론
긴장돼서 시험 준비가 틀렸을 것 같아.,감정적 추론
불안하니까 시험을 망칠 것 같아.,감정적 추론
허탈하니까 중요한 과제를 놓칠 것 같아.,감정적 추론
속상하니까 공부한 것이 아무 소용 없을 것 같아.,감정적 추론
초조하니까 중요한 과제를 놓칠 것 같아.,감정적 추론
허탈하니까 수업 중에 이해를 못할 것 같아.,감정적 추론
지치니까 학위 논문이 통과되지 않을 것 같아.,감정적 추론
부담돼서 답안을 모두 틀릴 것 같아.,감정적 추론
두려우니까 결국 재수강해야 할 것 같아.,감정적 추론
속상하니까 합격은 무리일 것 같아.,감정적 추론
화가 나니까 레포트에 오류투성이일 것 같아.,감정적 추론
초조하니까 시험 범위를 잘못 공부했을 것 같아.,감정적 추론
불안하니까 학점 F 받을 것 같아.,감정적 추론
화가 나니까 시험 문제를 하나도 못 풀 것 같아.,감정적 추론
답답하니까 교수가 나를 싫어할 것 같아.,감정적 추론
속상하니까 교수님이 내 보고서를 싫어할 것 같아.,감정적 추론
허탈하니까 교수님이 내 보고서를 싫어할 것 같아.,감정적 추론
절망스러워서 수업 중에 이해를 못할 것 같아.,감정적 추론
혼란스러워서 수업을 따라가지 못할 것 같아.,감정적 추론
불안하니까 시험 범위를 잘못 공부했을 것 같아.,감정적 추론
소외감을 느끼니까 선생님이 나를 포기할 것 같아.,감정적 추론
속상하니까 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
창피해서 성적이 최악일 것 같아.,감정적 추론
죄책감 드니까 논문 심사에서 탈락할 것 같아.,감정적 추론
창피해서 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
소외감을 느끼니까 기말 시험을 망칠 것 같아.,감정적 추론
찝찝하니까 시험 범위를 잘못 공부했을 것 같아.,감정적 추론
답답하니까 장학금을 못 받을 것 같아.,감정적 추론
지치니까 교수님이 내 보고서를 싫어할 것 같아.,감정적 추론
우울하니까 중요한 과제를 놓칠 것 같아.,감정적 추론
걱정되니까 졸업을 못 할 것 같아.,감정적 추론
외로우니까 대학원 입시에서 떨어질 것 같아.,감정적 추론
답답하니까 졸업을 못 할 것 같아.,감정적 추론
답답하니까 프레젠테이션에서 말문이 막힐 것 같아.,감정적 추론
긴장돼서 실험 결과가 틀릴 것 같아.,감정적 추론
걱정되니까 학위 논문이 통과되지 않을 것 같아.,감정적 추론
두려우니까 시험 준비가 틀렸을 것 같아.,감정적 추론
화가 나니까 과제가 엉망일 것 같아.,감정적 추론
무기력하니까 졸업을 못 할 것 같아.,감정적 추론
창피해서 논문 심사에서 탈락할 것 같아.,감정적 추론
초조하니까 다음 시험도 망칠 것 같아.,감정적 추론
화가 나니까 교수님이 내 질문을 비웃을 것 같아.,감정적 추론
분하니까 과제가 엉망일 것 같아.,감정적 추론
절망스러워서 참가한 대회에서 탈락할 것 같아.,감정적 추론
창피해서 시험 시간에 머리가 멍해질 것 같아.,감정적 추론
긴장돼서 입시에 떨어질 것 같아.,감정적 추론
허탈하니까 논문 심사에서 탈락할 것 같아.,감정적 추론
창피해서 팀 프로젝트를 망칠 것 같아.,감정적 추론
속상하니까 시험 시간에 머리가 멍해질 것 같아.,감정적 추론
불안하니까 실험 결과가 틀릴 것 같아.,감정적 추론
찝찝하니까 학위 논문이 통과되지 않을 것 같아.,감정적 추론
긴장돼서 모두가 나보다 잘할 것 같아.,감정적 추론
질투나니까 내 학업은 실패로 끝날 것 같아.,감정적 추론
두려우니까 모두가 나보다 잘할 것 같아.,감정적 추론
찝찝하니까 프레젠테이션에서 말문이 막힐 것 같아.,감정적 추론
두려우니까 출석을 까먹을 것 같아.,감정적 추론
지치니까 논문 심사에서 탈락할 것 같아.,감정적 추론
절망스러워서 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
질투나니까 수업을 따라가지 못할 것 같아.,감정적 추론
속상하니까 재수강하게 될 것 같아.,감정적 추론
답답하니까 선생님이 나를 포기할 것 같아.,감정적 추론
초조하니까 학회 발표에서 창피를 당할 것 같아.,감정적 추론
질투나니까 공부한 것이 아무 소용 없을 것 같아.,감정적 추론
분하니까 연구 발표를 망칠 것 같아.,감정적 추론
속상하니까 시험 범위를 잘못 공부했을 것 같아.,감정적 추론
지치니까 실험 결과가 틀릴 것 같아.,감정적 추론
죄책감 드니까 시험을 망칠 것 같아.,감정적 추론
분하니까 수업을 따라가지 못할 것 같아.,감정적 추론
죄책감 드니까 답안을 모두 틀릴 것 같아.,감정적 추론
걱정되니까 다음 시험도 망칠 것 같아.,감정적 추론
부담돼서 내 학업은 실패로 끝날 것 같아.,감정적 추론
불안하니까 다음 시험도 망칠 것 같아.,감정적 추론
걱정되니까 학점이 떨어질 것 같아.,감정적 추론
걱정되니까 테스트에서 제일 낮은 점수를 받을 것 같아.,감정적 추론
혼란스러워서 교수님이 내 보고서를 싫어할 것 같아.,감정적 추론
실망스러우니까 내 학업은 실패로 끝날 것 같아.,감정적 추론
초조하니까 수업 중에 이해를 못할 것 같아.,감정적 추론
찝찝하니까 논문 심사에서 탈락할 것 같아.,감정적 추론
죄책감 드니까 수업 발표를 망칠 것 같아.,감정적 추론
외로우니까 참가한 대회에서 탈락할 것 같아.,감정적 추론
속상하니까 수업 발표를 망칠 것 같아.,감정적 추론
무기력하니까 졸업 작품이 망할 것 같아.,감정적 추론
두려우니까 실험 결과가 틀릴 것 같아.,감정적 추론
찝찝하니까 학점이 떨어질 것 같아.,감정적 추론
분하니까 출석을 까먹을 것 같아.,감정적 추론
질투나니까 동기들은 다 잘하는데 나만 못할 것 같아.,감정적 추론
창피해서 테스트에서 제일 낮은 점수를 받을 것 같아.,감정적 추론
초조하니까 성적이 최악일 것 같아.,감정적 추론
긴장돼서 수업 발표를 망칠 것 같아.,감정적 추론
우울하니까 결국 재수강해야 할 것 같아.,감정적 추론
당황해서 답안을 모두 틀릴 것 같아.,감정적 추론
화가 나니까 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
질투나니까 모두가 나보다 잘할 것 같아.,감정적 추론
질투나니까 시험지 받아 들고 멘붕 올 것 같아.,감정적 추론
외로우니까 수업 중에 이해를 못할 것 같아.,감정적 추론
속상하니까 과제를 제출하는 걸 잊을 것 같아.,감정적 추론
초조하니까 수업을 따라가지 못할 것 같아.,감정적 추론
실망스러우니까 참가한 대회에서 탈락할 것 같아.,감정적 추론
걱정되니까 기말 시험을 망칠 것 같아.,감정적 추론
답답하니까 참가한 대회에서 탈락할 것 같아.,감정적 추론
부담돼서 시험 문제를 하나도 못 풀 것 같아.,감정적 추론
죄책감 드니까 합격은 무리일 것 같아.,감정적 추론
죄책감 드니까 레포트에 오류투성이일 것 같아.,감정적 추론
혼란스러워서 졸업 작품이 망할 것 같아.,감정적 추론
화가 나니까 재수강하게 될 것 같아.,감정적 추론
절망스러워서 졸업 작품이 망할 것 같아.,감정적 추론
죄책감 드니까 테스트에서 제일 낮은 점수를 받을 것 같아.,감정적 추론
무기력하니까 프레젠테이션에서 말문이 막힐 것 같아.,감정적 추론
외로우니까 실험 결과가 틀릴 것 같아.,감정적 추론
혼란스러워서 시험을 망칠 것 같아.,감정적 추론
화가 나니까 장학금을 못 받을 것 같아.,감정적 추론
두려우니까 답안을 모두 틀릴 것 같아.,감정적 추론
당황해서 졸업 작품이 망할 것 같아.,감정적 추론
두려우니까 선생님이 나를 낙제시킬 것 같아.,감정적 추론
무기력하니까 내 학업은 실패로 끝날 것 같아.,감정적 추론
혼란스러워서 입시에 떨어질 것 같아.,감정적 추론
불안하니까 공부한 것이 아무 소용 없을 것 같아.,감정적 추론
절망스러워서 학위 논문이 통과되지 않을 것 같아.,감정적 추론
질투나니까 재수강하게 될 것 같아.,감정적 추론
혼란스러워서 동기들은 다 잘하는데 나만 못할 것 같아.,감정적 추론
걱정되니까 수강신청에 실패할 것 같아.,감정적 추론
외로우니까 시험 준비가 틀렸을 것 같아.,감정적 추론
허탈하니까 동기들은 다 잘하는데 나만 못할 것 같아.,감정적 추론
부담돼서 팀 프로젝트를 망칠 것 같아.,감정적 추론
분하니까 선생님이 나를 낙제시킬 것 같아.,감정적 추론
당황해서 교수님이 내 질문을 비웃을 것 같아.,감정적 추론
속상하니까 논문 심사에서 탈락할 것 같아.,감정적 추론
허탈하니까 실험 결과가 틀릴 것 같아.,감정적 추론
찝찝하니까 교수가 나를 싫어할 것 같아.,감정적 추론
외로우니까 학회 발표에서 창피를 당할 것 같아.,감정적 추론
실망스러우니까 논문 심사에서 탈락할 것 같아.,감정적 추론
초조하니까 졸업을 못 할 것 같아.,감정적 추론
